Teddy Bridgewater,MIA,QB,5,3,27,9,0,0,0,42,8.4,14.01
Chris Moore,HOU,WR,15,3,3,1,0,0,0,115.1,7.67,2.26
Joe Flacco,NYJ,QB,5,3,6,2,0,5,4,51.6,10.31,17.19
Skyy Moore,KC,WR,14,3,24,8,0,0,0,49.4,3.53,1.98
K.J. Osborn,MIN,WR,17,3,6,2,0,1,0,155.6,9.15,2.47
Anthony Brown,BAL,QB,2,3,-5,-1.7,0,1,1,7.6,3.79,2.53
Quez Watkins,PHI,WR,16,3,1,0.3,0,1,1,83.1,5.19,2.31
Chigoziem Okonkwo,TEN,TE,15,3,2,0.7,0,0,0,95.2,6.35,2.72
Tyquan Thornton,NE,WR,12,3,16,5.3,1,0,0,66.3,5.53,2.65
George Pickens,PIT,WR,17,3,24,8,1,0,0,164.5,9.68,2.99
Brandon Allen,CIN,QB,1,3,-1,-0.3,0,0,0,0.8,0.78,0.26
Michael Pittman,IND,WR,16,3,30,10,0,2,1,216.5,13.53,2.12
Eno Benjamin,HOU,RB,1,3,1,0.3,0,0,0,0.1,0.1,0.03
Jaylen Waddle,MIA,WR,17,3,26,8.7,0,1,1,259.2,15.25,3.32
Davante Adams,LV,WR,17,3,-1,-0.3,0,1,0,335.5,19.74,3.26
Mark Andrews,BAL,TE,15,3,8,2.7,0,1,0,188.5,12.57,2.48
Chris Godwin,TB,WR,15,3,5,1.7,0,2,2,220.4,14.69,2.06
Godwin Igwebuike,SEA,RB,1,3,4,1.3,0,0,0,1.7,1.7,0.43
Brandin Cooks,HOU,WR,13,2,7,3.5,0,0,0,145.6,11.2,2.47
Brandon Aiyuk,SF,WR,17,2,23,11.5,0,1,1,227.8,13.4,2.85
Duke Johnson,BUF,RB,1,2,4,2,0,0,0,0.4,0.4,0.2
Michael Dickson,SEA,P,2,2,-22,-11,0,1,1,-4.2,-2.1,-2.1
Travis Kelce,KC,TE,17,2,5,2.5,0,1,1,314.3,18.49,2.81
Allen Lazard,GB,WR,15,2,0,0,0,0,0,174.8,11.65,2.82
Evan Engram,JAC,TE,17,2,13,6.5,0,0,0,174.9,10.29,2.33
Olamide Zaccheaus,ATL,WR,16,2,7,3.5,0,1,1,110,6.88,2.62
Jahan Dotson,WAS,WR,12,2,-7,-3.5,0,0,0,128.6,10.72,3.48
Jakobi Meyers,NE,WR,14,2,9,4.5,0,1,1,182.2,13.01,2.64
Tyler Conklin,NYJ,TE,17,2,3,1.5,0,2,0,131.3,7.72,2.19
DeAndre Carter,LAC,WR,16,2,-15,-7.5,0,1,1,114.3,7.14,2.38
Tim Boyle,CHI,QB,1,2,-2,-1,0,0,0,-0.9,-0.88,-0.44
Cole Kmet,CHI,TE,17,2,9,4.5,0,1,0,147.3,8.66,2.83
Richie James,NYG,WR,14,2,6,3,0,0,0,138.5,9.89,2.35
David Njoku,CLE,TE,14,2,-8,-4,0,1,1,142,10.14,2.37
C.J. Moore,DET,FS,2,2,55,27.5,0,0,0,5.5,2.75,2.75
Nick Foles,IND,QB,2,2,8,4,0,0,0,5.8,2.88,2.88
Damien Williams,ATL,RB,1,2,2,1,0,0,0,0.2,0.2,0.1
Josh Johnson,SF,QB,1,2,3,1.5,0,0,0,0.7,0.7,0.35
Marquise Goodwin,SEA,WR,12,2,5,2.5,0,0,0,90.2,7.52,3.11
Nathan Peterman,CHI,QB,3,2,7,3.5,0,0,0,9.3,3.09,4.63
Kendall Hinton,DEN,WR,11,2,13,6.5,0,0,0,56.4,5.13,2.17
Tony Jones,NO,RB,1,2,8,4,0,0,0,4,4,1
Kadarius Toney,NYG,WR,2,2,23,11.5,0,0,0,4.3,2.15,1.08
Ty Montgomery,NE,WR,1,2,-2,-1,0,0,0,10.3,10.3,2.06
Armani Rogers,WAS,TE,5,2,26,13,0,0,0,14,2.8,2
Deven Thompkins,TB,WR,2,2,26,13,0,0,0,10.8,5.4,1.54
Andrew Beck,DEN,FB,8,2,0,0,0,0,0,11.9,1.49,1.7
Trey Sermon,PHI,RB,1,2,19,9.5,0,0,0,1.9,1.9,0.95
Dee Eskridge,SEA,WR,8,2,10,5,0,0,0,13.8,1.73,1.53
Amari Rodgers,HOU,WR,5,2,7,3.5,0,1,0,34.1,6.82,2.44
Connor Heyward,PIT,TE,8,2,27,13.5,0,0,0,35.8,4.48,2.56
Breshad Perriman,TB,WR,8,2,-7,-3.5,0,2,1,23.3,2.91,2.12
Durham Smythe,MIA,TE,12,2,1,0.5,1,0,0,40,3.33,2.35
Ashton Dulin,IND,WR,7,2,8,4,0,0,0,42.5,6.07,2.5
Wan'Dale Robinson,NYG,WR,6,2,-1,-0.5,0,0,0,51.6,8.6,2.06
KJ Hamler,DEN,WR,6,2,23,11.5,0,0,0,25.8,4.3,2.87
