Antoine Green,DET,WR,2,2,1,2,2,0,1.2,0.6,1.2
Elijah Dotson,LAC,RB,1,2,2,13,6.5,0,3.9,3.9,0.65
Nick Bawden,NYJ,FB,4,2,2,13,6.5,0,9.7,2.43,2.43
Chris Rodriguez,WAS,RB,8,2,2,12,6,0,37.9,4.74,0.72
Grant Calcaterra,PHI,TE,1,2,2,21,10.5,0,4.1,4.1,2.05
Alex Armah,WAS,RB,2,2,2,3,1.5,0,2.3,1.15,1.15
Damien Williams,ARI,RB,3,2,2,12,6,0,7.5,2.5,0.58
Amari Rodgers,IND,WR,1,2,0,0,0,0,0,0,0
Charlie Woerner,SF,TE,2,2,2,12,6,0,3.2,1.6,1.6
Ross Dwelley,SF,TE,2,2,1,12,12,0,2.2,1.1,2.2
David Wells,TB,TE,1,2,2,-10,-5,0,1,1,0.5
Simi Fehoko,LAC,WR,1,2,1,9,9,1,7.9,7.9,7.9
Colton Dowell,TEN,WR,2,2,1,3,3,0,1.3,0.65,1.3
Zonovan Knight,DET,RB,2,1,1,8,8,0,3.1,1.55,0.78
Jake Browning,CIN,QB,7,1,1,-7,-7,0,109.3,15.62,5.75
Dee Eskridge,SEA,WR,3,1,0,0,0,0,0.5,0.17,0.25
Rashaad Penny,PHI,RB,2,1,1,5,5,0,3.2,1.6,0.53
Chris Evans,CIN,RB,1,1,1,-1,-1,0,2.1,2.1,0.7
Shedrick Jackson,CIN,WR,1,1,0,0,0,0,0,0,0
Jake Funk,IND,RB,1,1,1,12,12,0,3.2,3.2,1.07
Devine Ozigbo,DET,RB,1,1,1,8,8,0,2.3,2.3,0.58
Erik Ezukanma,MIA,WR,2,1,0,0,0,0,2.2,1.1,0.44
Reggie Gilliam,BUF,FB,1,1,1,3,3,0,1.3,1.3,1.3
Evan Hull,IND,RB,1,1,1,6,6,0,1.7,1.7,0.85
Royce Freeman,LA,RB,8,1,0,0,0,0,43.7,5.46,0.6
James Proche,CLE,WR,1,1,0,0,0,0,0,0,0
Ben Bredeson,NYG,G,1,1,1,0,0,0,1,1,1
Giovanni Ricci,CAR,TE,1,1,1,2,2,0,1.2,1.2,1.2
Gunner Olszewski,PIT,WR,1,1,1,0,0,0,-1,-1,-1
Jeffery Simmons,TEN,DT,1,1,1,2,2,1,7.2,7.2,7.2
Travis Homer,CHI,RB,1,1,0,0,0,0,0,0,0
Juwann Winfree,IND,WR,1,1,0,0,0,0,0,0,0
Albert Okwuegbunam,PHI,TE,1,1,0,0,0,0,0,0,0
Jesper Horsted,LV,TE,1,1,1,4,4,0,1.4,1.4,1.4
Brandin Echols,NYJ,CB,1,1,1,18,18,0,2.8,2.8,2.8
