Darnell Mooney,CHI,1,4,-0.339,-0.218,4,20,0,0,2020
Henry Ruggs,LV,1,2,-0.366,-0.346,9,49,0,1,2020
Noah Brown,DAL,1,0,-0.174,-0.338,1,4,0,0,2020
Tre'Quan Smith,NO,1,1,-0.237,-0.272,1,3,0,0,2020
Deebo Samuel,SF,1,6,-0.375,-0.265,8,26,0,0,2020
Malcolm Perry,MIA,0,3,-0.366,-0.219,3,5,0,0,2020
Brandon Powell,ATL,0,-1,-0.389,-0.501,2,7,0,0,2020
Sammy Watkins,KC,-1,1,-0.57,-0.231,1,3,0,0,2020
John Hightower,PHI,-1,-3,-0.594,-0.75,1,1,0,0,2020
Mike Williams,LAC,-2,-1,-1.968,-1.297,1,1,0,0,2020
Tyler Higbee,LA,-2,-4,-0.743,-1.11,1,1,0,0,2020
Javon Wims,CHI,-2,-1,-0.862,-0.571,1,2,0,0,2020
Justin Jefferson,MIN,-2,-2,-0.762,-0.682,1,2,0,0,2020
Keelan Cole,JAC,-2,-1,-0.871,-0.599,1,2,0,0,2020
William Fuller,HOU,-3,-2,-1.322,-1.158,1,0,0,0,2020
DeAndre Hopkins,ARI,-3,-4,-0.867,-1.063,1,1,0,0,2020
Van Jefferson,LA,-3,-4,-0.867,-1.063,1,-1,0,0,2020
Russell Gage,ATL,-3,-2,-0.548,-0.477,3,10,0,0,2020
Marvin Hall,DET,-3,-2,-1.433,-1.164,1,1,0,0,2020
Mike Thomas,CIN,-3,-3,-1.045,-1.079,1,1,0,0,2020
Stefon Diggs,BUF,-3,-4,-0.905,-1.078,1,1,0,0,2020
Michael J. Thomas,NO,-4,-3,-1.188,-1.079,1,1,0,0,2020
Brandon Zylstra,CAR,-4,-4,-1.105,-1.068,1,1,0,0,2020
Allen Robinson,CHI,-4,-3,-1.317,-1.085,1,-1,0,0,2020
Keenan Allen,LAC,-4,-3,-1.348,-1.102,1,-1,0,0,2020
Cameron Batson,TEN,-5,-5,-0.513,-0.509,4,15,0,1,2020
Marquise Brown,BAL,-5,-3,-1.506,-1.115,1,1,0,0,2020
Olamide Zaccheaus,ATL,-7,-5,-1.315,-1.035,1,0,0,0,2020
Jalen Guyton,LAC,-7,-8,-1.08,-1.167,2,0,0,0,2020
Trevon Wesco,NYJ,-7,-8,-0.99,-1.021,1,0,0,0,2020
Calvin Ridley,ATL,-8,-7,-0.777,-0.751,5,1,0,0,2020
Kalif Raymond,TEN,-8,-7,-2.46,-2.293,1,-3,0,0,2020
Andy Isabella,ARI,-8,-8,-4.077,-4.214,1,-6,0,0,2020
Andre Roberts,BUF,-8,-7,-2.126,-1.954,1,-3,0,0,2020
Darius Slayton,NYG,-9,-10,-1.203,-1.265,2,-1,0,0,2020
N'Keal Harry,NE,-10,-9,-1.213,-1.104,2,0,0,0,2020
Cedrick Wilson,DAL,-10,-14,-1.746,-2.316,3,-12,0,0,2020
Antonio Brown,TB,-10,-11,-1.492,-1.536,2,-2,0,0,2020
Gabe Davis,BUF,-11,-9,-1.199,-1.047,1,0,0,0,2020
Damiere Byrd,NE,-11,-11,-1.437,-1.476,2,15,0,1,2020
Alex Erickson,CIN,-15,-15,-0.854,-0.833,5,7,0,1,2020
Cole Kmet,CHI,-16,-16,-1.273,-1.262,1,-3,0,0,2020
Greg Ward,PHI,-19,-15,-2.17,-1.787,2,-4,0,0,2020
Isaiah McKenzie,BUF,-22,-15,-0.773,-0.663,10,9,0,0,2020
T.J. Hockenson,DET,-27,-26,-2.979,-2.955,1,0,0,1,2020
