rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
40,24309,Emanuel Wilson,GB,RB,5,LA,9.5,29.7,3.1,0.3,1.0,0.9,6.2,0.1,0.0,0.0,6.9
41,24372,Roschon Johnson,CHI,RB,5,CAR,6.9,27.3,4.0,0.3,1.2,1.1,8.1,0.1,0.1,0.1,6.8
42,17923,Ezekiel Elliott,DAL,RB,5,PIT,6.0,22.5,3.8,0.2,2.2,1.5,10.8,0.1,0.0,0.0,6.6
43,24311,Jaleel McLaughlin,DEN,RB,5,LV,7.8,28.6,3.7,0.2,1.6,1.4,9.4,0.0,0.0,0.0,6.4
44,23250,Tyler Allgeier,ATL,RB,5,TB,7.6,31.4,4.1,0.2,1.3,0.9,7.1,0.1,0.1,0.1,6.3
45,21861,Antonio Gibson,NE,RB,5,MIA,7.5,26.6,3.5,0.2,2.1,1.5,11.9,0.0,0.1,0.1,6.3
46,23193,Tank Bigsby,JAC,RB,5,IND,7.1,30.3,4.3,0.3,1.4,0.9,5.7,0.0,0.0,0.0,6.3
47,20868,Alexander Mattison,LV,RB,5,DEN,5.4,19.4,3.6,0.1,2.8,1.9,13.5,0.1,0.1,0.1,6.2
48,23479,Jaylen Warren,PIT,RB,5,DAL,3.9,18.8,4.8,0.2,2.3,1.4,10.3,0.1,0.0,0.0,6.1
49,18995,Jamaal Williams,NO,RB,5,KC,5.5,19.3,3.5,0.2,0.7,0.7,4.6,0.0,0.0,0.0,4.3
50,24939,Carson Steele,KC,RB,5,NO,3.3,17.7,5.4,0.2,0.7,0.7,5.3,0.0,0.0,0.0,4.2
51,25092,Tyrone Tracy Jr.,NYG,RB,5,SEA,3.3,10.7,3.2,0.1,1.2,1.0,7.1,0.1,0.0,0.0,4.0
52,24980,Ray Davis,BUF,RB,5,HOU,5.7,20.9,3.7,0.1,0.8,0.6,4.5,0.0,0.0,0.0,3.7
53,23223,Dameon Pierce,HOU,RB,5,BUF,4.1,19.5,4.8,0.2,0.8,0.4,2.9,0.0,0.1,0.1,3.6
54,20933,Miles Sanders,CAR,RB,5,CHI,5.8,18.4,3.2,0.1,0.8,0.7,5.9,0.0,0.1,0.1,3.5
55,15150,Cordarrelle Patterson,PIT,RB,5,DAL,3.7,14.2,3.8,0.1,0.8,0.7,7.0,0.0,0.0,0.0,3.4
56,20837,Ty Johnson,BUF,RB,5,HOU,1.5,5.7,3.8,0.0,1.9,1.3,9.3,0.1,0.0,0.0,3.4
57,21801,Trey Sermon,IND,RB,5,JAC,6.6,18.4,2.8,0.1,0.6,0.5,4.1,0.0,0.0,0.0,3.4
58,24292,Trey Benson,ARI,RB,5,SF,4.6,15.2,3.3,0.1,0.8,0.6,4.2,0.0,0.0,0.0,3.1
59,14901,Kyle Juszczyk,SF,RB,5,ARI,0.3,1.2,4.0,0.0,1.5,1.1,12.2,0.1,0.0,0.0,3.0
60,24923,Jaylen Wright,MIA,RB,5,NE,3.9,11.2,2.9,0.1,0.6,0.6,3.9,0.0,0.0,0.0,2.7
61,18957,D'Onta Foreman,CLE,RB,5,WAS,5.3,13.9,2.6,0.1,0.4,0.3,2.8,0.0,0.0,0.0,2.6
62,23218,Pierre Strong Jr.,CLE,RB,5,WAS,0.5,4.2,8.4,0.0,2.2,1.2,9.0,0.0,0.0,0.0,2.5
63,24609,Emari Demercado,ARI,RB,5,SF,2.0,9.3,4.7,0.1,0.9,0.7,4.7,0.0,0.1,0.1,2.5
64,19626,Dare Ogunbowale,HOU,RB,5,BUF,1.1,3.3,3.0,0.0,1.4,1.1,7.9,0.0,0.0,0.0,2.2
65,21688,Cam Akers,HOU,RB,5,BUF,3.6,12.3,3.4,0.1,0.2,0.2,1.5,0.0,0.0,0.0,2.2
66,24278,Hunter Luepke,DAL,RB,5,PIT,0.8,2.5,3.1,0.0,1.1,1.1,8.2,0.0,0.0,0.0,2.2
67,24188,Deuce Vaughn,DAL,RB,5,PIT,1.5,7.1,4.7,0.1,0.6,0.5,3.4,0.0,0.0,0.0,2.1
68,22547,Ronnie Rivers,LA,RB,5,GB,3.4,9.6,2.8,0.1,0.3,0.3,2.2,0.0,0.0,0.0,2.1
69,23341,Tyler Goodson,IND,RB,5,JAC,3.9,8.8,2.3,0.1,0.4,0.3,2.9,0.0,0.0,0.0,2.1
70,22563,Khalil Herbert,CHI,RB,5,CAR,1.3,5.1,3.9,0.0,0.8,0.5,3.1,0.1,0.0,0.0,1.9
71,23195,Eric Gray,NYG,RB,5,SEA,1.1,4.2,3.8,0.0,0.9,0.5,3.6,0.1,0.0,0.0,1.9
72,25063,Isaac Guerendo,SF,RB,5,ARI,2.2,6.7,3.0,0.1,0.3,0.2,1.6,0.0,0.0,0.0,1.6
73,20360,Jeff Wilson Jr.,MIA,RB,5,NE,1.4,6.4,4.6,0.1,0.3,0.2,1.4,0.0,0.0,0.0,1.6
74,21593,D'Ernest Johnson,JAC,RB,5,IND,1.5,8.1,5.4,0.0,0.2,0.2,1.8,0.0,0.0,0.0,1.2
75,19065,Jeremy McNichols,WAS,RB,5,CLE,2.4,5.4,2.3,0.0,0.3,0.2,2.7,0.0,0.0,0.0,1.0
76,16815,Ameer Abdullah,LV,RB,5,DEN,0.8,1.6,2.0,0.0,0.5,0.3,3.8,0.0,0.0,0.0,0.8
77,20819,Alec Ingold,MIA,RB,5,NE,0.7,2.6,3.7,0.0,0.6,0.0,4.4,0.0,0.0,0.0,0.7
78,22206,Reggie Gilliam,BUF,RB,5,HOU,0.2,0.9,4.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7
79,21765,JaMycal Hasty,NE,RB,5,MIA,1.5,3.7,2.5,0.0,0.2,0.2,1.1,0.0,0.0,0.0,0.7
80,16928,Michael Burton,DEN,RB,5,LV,0.9,3.0,3.3,0.0,0.5,0.0,3.7,0.0,0.0,0.0,0.7
81,24194,Sean Tucker,TB,RB,5,ATL,0.8,2.5,3.1,0.0,0.2,0.2,1.5,0.0,0.0,0.0,0.6
82,24116,Blake Corum,LA,RB,5,GB,1.0,2.7,2.7,0.0,0.2,0.2,1.1,0.0,0.0,0.0,0.6
83,25064,Isaiah Davis,NYJ,RB,5,MIN,0.5,2.6,5.2,0.0,0.2,0.2,1.1,0.0,0.0,0.0,0.6
84,21804,DeeJay Dallas,ARI,RB,5,SF,0.2,1.8,9.0,0.0,0.4,0.2,1.6,0.0,0.0,0.0,0.5
85,23201,Jase McClellan,ATL,RB,5,TB,0.2,1.6,8.0,0.0,0.3,0.2,1.7,0.0,0.0,0.0,0.5
86,25054,Dylan Laube,LV,RB,5,DEN,0.1,1.0,10.0,0.0,0.3,0.2,1.4,0.0,0.0,0.0,0.4
87,23298,Raheem Blackshear,CAR,RB,5,CHI,0.3,1.1,3.7,0.0,0.3,0.2,1.3,0.0,0.0,0.0,0.4
88,24310,Jordan Mims,NO,RB,5,KC,0.5,1.3,2.6,0.0,0.3,0.2,0.7,0.0,0.0,0.0,0.4
89,25047,Blake Watson,DEN,RB,5,LV,0.5,0.9,1.8,0.0,0.2,0.2,1.1,0.0,0.0,0.0,0.4
90,24373,Kenny McIntosh,SEA,RB,5,NYG,0.2,1.9,9.5,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.4
91,23192,Chris Brooks,GB,RB,5,LA,0.7,2.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
92,21823,Patrick Taylor Jr.,SF,RB,5,ARI,0.2,0.9,4.5,0.0,0.2,0.1,0.9,0.0,0.0,0.0,0.3
93,18652,C.J. Ham,MIN,RB,5,NYJ,0.1,0.0,0.0,0.0,0.4,0.0,2.6,0.0,0.0,0.0,0.3
94,19209,Patrick Ricard,BAL,RB,5,CIN,0.2,0.8,4.0,0.0,0.2,0.0,1.5,0.0,0.0,0.0,0.2
95,25049,Cody Schrader,LA,RB,5,GB,0.1,0.6,6.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.2
96,24178,Israel Abanikanda,NYJ,RB,5,MIN,0.1,0.4,4.0,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.2
97,25452,British Brooks,HOU,RB,5,BUF,0.2,0.6,3.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.1
98,23004,Adam Prentice,NO,RB,5,KC,0.2,0.2,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1
99,20159,Mike Boone,CAR,RB,5,CHI,0.1,0.3,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
100,22925,Avery Williams,ATL,RB,5,TB,0.1,0.1,1.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.1
101,20990,Trayveon Williams,CIN,RB,5,BAL,0.1,0.1,1.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.1
102,21310,Khari Blasingame,CHI,RB,5,CAR,0.1,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
103,20768,Myles Gaskin,MIN,RB,5,NYJ,0.1,0.6,6.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
104,23231,Tyler Badie,DEN,RB,5,LV,0.1,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,21837,J.J. Taylor,HOU,RB,5,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,24381,Jack Colletto,PIT,RB,5,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,24008,Troy Hairston,HOU,RB,5,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,21782,Jonathan Ward,PIT,RB,5,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,20039,Boston Scott,PIT,RB,5,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,25055,Dillon Johnson,CAR,RB,5,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,23713,Aaron Shampklin,PIT,RB,5,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,23880,Malik Davis,DAL,RB,5,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,25481,Ian Wheeler,CHI,RB,5,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,18872,Dalvin Cook,DAL,RB,5,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,20810,Travis Homer,CHI,RB,5,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,24464,Xazavian Valladay,NYJ,RB,5,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,24595,Zavier Scott,MIN,RB,5,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,23371,Isiah Pacheco,KC,RB,5,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,25058,Emani Bailey,KC,RB,5,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,22676,Kene Nwangwu,NYJ,RB,5,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,23632,Brittain Brown,SEA,RB,5,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,25065,Jacob Kibodi,NO,RB,5,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,25051,Dante Miller,NYG,RB,5,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,24238,Kendre Miller,NO,RB,5,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,21769,Clyde Edwards-Helaire,KC,RB,5,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,22560,Keaontay Ingram,KC,RB,5,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,23345,Kevin Harris,NE,RB,5,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,23196,George Holani,SEA,RB,5,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,21100,Jakob Johnson,NYG,RB,5,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,25072,Jalen Jackson,JAC,RB,5,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,25314,Louis Rees-Zammit,JAC,RB,5,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,25120,Keilan Robinson,JAC,RB,5,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,24365,Deneric Prince,MIA,RB,5,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,25090,Terrell Jennings,NE,RB,5,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,22678,Jake Funk,JAC,RB,5,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,24204,Evan Hull,IND,RB,5,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,21797,La'Mical Perine,GB,RB,5,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,19919,Chase Edmonds,TB,RB,5,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,23211,MarShawn Lloyd,GB,RB,5,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,21227,Andrew Beck,GB,RB,5,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,21802,AJ Dillon,GB,RB,5,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,23052,Nate McCrary,GB,RB,5,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,24877,Ellis Merriweather,GB,RB,5,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,24304,Carlos Washington Jr.,ATL,RB,5,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,24214,Keaton Mitchell,BAL,RB,5,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,22672,Gary Brightwell,CLE,RB,5,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,25050,Chris Collier,BAL,RB,5,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,19823,Royce Freeman,CLE,RB,5,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,25108,Michael Wiley,WAS,RB,5,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,23237,Chris Rodriguez Jr.,WAS,RB,5,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,23213,Kendall Milton,CIN,RB,5,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,19912,Nyheim Hines,CLE,RB,5,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,19957,John Kelly,BAL,RB,5,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,25045,Rasheen Ali,BAL,RB,5,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,24706,Owen Wright,BAL,RB,5,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,24971,Audric Estime,DEN,RB,5,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,22647,Chris Evans,CIN,RB,5,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,22553,Michael Carter,ARI,RB,5,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,22535,Elijah Mitchell,SF,RB,5,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,21788,Ke'Shawn Vaughn,SF,RB,5,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,18877,Christian McCaffrey,SF,RB,5,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,21845,Darrynton Evans,BUF,RB,5,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,25100,Frank Gore Jr.,BUF,RB,5,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,23199,Sincere McCormick,LV,RB,5,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
