Player,GSIS,Full Name,Team,DYAR,YAR,DVOA,VOA,Passes,Yards,TD,Catch Rate,Catches,YAC,FUM,DPI,DPI Yards
86-D.Schultz,00-0034383,Dalton Schultz,HOU,55,52,2.4%,1.9%,88,635,5,67%,59,4.4,1,0,0
81-J.Smith,00-0033858,Jonnu Smith,ATL,52,32,4.0%,-0.2%,70,582,3,71%,50,7.1,1,0,0
84-E.Higgins,00-0039041,Elijah Higgins,ARI,49,41,33.3%,26.5%,19,163,1,74%,14,4.8,0,0,0
88-C.Otton,00-0038129,Cade Otton,TB,48,53,3.2%,4.4%,68,455,4,70%,47,4.6,1,3,53
86-P.Brown,00-0033439,Pharaoh Brown,NE,43,41,33.4%,31.3%,15,208,1,87%,13,9.3,1,0,0
85-T.McBride,00-0037744,Trey McBride,ARI,41,50,-1.4%,-0.1%,106,825,3,76%,81,5.2,1,0,0
81-A.Hooper,00-0032392,Austin Hooper,LV,37,39,10.6%,11.5%,31,234,0,81%,25,5.7,0,1,12
87-D.Allen,00-0039074,Davis Allen,LA,36,35,40.4%,39.5%,11,95,1,91%,10,7.4,0,0,0
88-C.Kolar,00-0038046,Charlie Kolar,BAL,31,30,47.7%,45.9%,9,87,1,78%,7,2.4,0,0,0
87-T.Hudson,00-0034613,Tanner Hudson,CIN,31,33,1.6%,2.3%,50,352,1,78%,39,3.8,0,1,3
7-T.Hill,00-0033357,Taysom Hill,NO,27,20,3.4%,0.7%,40,291,2,83%,33,4.0,0,0,0
86-D.Kincaid,00-0038933,Dalton Kincaid,BUF,24,33,-3.2%,-1.7%,91,673,2,80%,73,4.3,1,0,0
17-E.Engram,00-0033881,Evan Engram,JAC,24,5,-4.7%,-6.8%,143,971,4,80%,114,4.5,3,4,48
89-L.Farrell,00-0036887,Luke Farrell,JAC,24,27,16.1%,18.8%,15,155,0,87%,13,7.4,0,0,0
87-F.Moreau,00-0034981,Foster Moreau,NO,21,21,5.8%,5.7%,25,193,1,84%,21,4.6,0,0,0
81-M.Alie-Cox,00-0033217,Mohamed Alie-Cox,IND,20,30,6.4%,12.9%,22,161,3,59%,13,6.2,0,1,12
87-G.Swaim,00-0032141,Geoff Swaim,ARI,20,18,19.6%,17.2%,11,94,0,91%,10,3.0,0,0,0
88-B.Hopkins,00-0036424,Brycen Hopkins,LA,20,14,44.5%,29.2%,7,78,0,71%,5,6.4,0,0,0
81-G.Calcaterra,00-0037086,Grant Calcaterra,PHI,18,16,51.1%,44.8%,4,39,0,100%,4,8.0,0,0,0
89-W.Dissly,00-0034159,Will Dissly,SEA,17,27,5.2%,12.1%,22,172,1,77%,17,7.1,0,0,0
85-M.Pruitt,00-0031585,MyCole Pruitt,ATL,17,16,11.3%,9.6%,12,110,1,75%,9,5.7,1,0,0
81-J.Whyle,00-0038589,Josh Whyle,TEN,16,12,7.6%,3.9%,15,94,1,60%,9,4.4,0,0,0
83-N.Gray,00-0036637,Noah Gray,KC,14,12,-2.4%,-3.1%,42,305,2,68%,28,4.8,0,0,0
81-J.Deguara,00-0036332,Josiah Deguara,GB,14,12,19.3%,16.9%,8,65,0,100%,8,4.9,0,0,0
83-L.Cager,00-0036145,Lawrence Cager,NYG,13,12,34.4%,34.3%,5,36,1,80%,4,6.8,0,0,0
84-C.Parkinson,00-0036244,Colby Parkinson,SEA,12,20,-2.1%,1.8%,34,247,2,74%,25,3.4,0,0,0
89-B.Wright,00-0036754,Brock Wright,DET,11,5,4.0%,-1.8%,14,91,1,93%,13,3.8,0,0,0
87-P.Durham,00-0039050,Payne Durham,TB,10,11,13.4%,14.7%,7,58,0,71%,5,3.2,0,0,0
86-J.Mundt,00-0033246,Johnny Mundt,MIN,10,7,-0.6%,-2.7%,23,172,1,74%,17,5.5,0,0,0
82-D.Bellinger,00-0038115,Daniel Bellinger,NYG,9,8,-1.0%,-1.9%,28,255,0,89%,25,5.4,0,0,0
88-P.Freiermuth,00-0036894,Pat Freiermuth,PIT,9,5,-4.4%,-5.8%,47,308,2,68%,32,4.5,0,2,12
34-N.Muse,00-0037317,Nick Muse,MIN,9,10,126.3%,137.4%,1,22,0,100%,1,10.0,0,0,0
82-J.Mitchell,00-0037282,James Mitchell,DET,8,9,65.1%,65.7%,2,28,0,100%,2,6.0,0,0,0
85-Q.Morris,00-0036590,Quintin Morris,BUF,8,10,37.5%,43.9%,3,26,1,67%,2,2.5,0,0,0
88-L.Musgrave,00-0039144,Luke Musgrave,GB,8,18,-4.7%,-1.3%,46,352,1,74%,34,5.0,0,0,0
84-T.Quitoriano,00-0037277,Teagan Quitoriano,HOU,7,6,27.1%,23.1%,3,33,0,67%,2,9.0,0,0,0
82-L.Thomas,00-0031260,Logan Thomas,WAS,7,0,-5.9%,-7.3%,78,496,4,71%,55,4.2,2,0,0
83-J.Johnson,00-0036040,Juwan Johnson,NO,7,1,-5.6%,-7.0%,59,368,4,63%,37,3.9,0,0,0
89-C.Woerner,00-0036429,Charlie Woerner,SF,6,9,20.4%,37.0%,3,32,0,100%,3,6.7,0,0,0
85-L.Krull,00-0037539,Lucas Krull,DEN,6,6,-0.9%,-0.7%,14,95,1,57%,8,6.3,0,0,0
87-J.FitzPatrick,00-0037306,John FitzPatrick,ATL,6,5,73.1%,67.6%,1,12,0,100%,1,10.0,0,0,0
89-D.Sample,00-0035631,Drew Sample,CIN,6,-1,-4.1%,-7.7%,27,163,2,81%,22,7.9,0,0,0
43-T.Fisk,00-0037654,Tucker Fisk,ATL,5,5,73.7%,77.1%,1,9,0,100%,1,6.0,0,0,0
80-G.Dulcich,00-0037252,Greg Dulcich,DEN,5,3,10.7%,1.9%,4,25,0,75%,3,1.7,0,0,0
83-K.Granson,00-0036876,Kylen Granson,IND,5,-1,-5.9%,-7.7%,50,368,1,60%,30,4.3,0,0,0
85-C.Okonkwo,00-0037809,Chigoziem Okonkwo,TEN,5,-8,-6.3%,-8.9%,77,528,1,70%,54,4.8,0,1,5
84-M.Lewis,00-0024243,Marcedes Lewis,CHI,4,7,3.5%,10.3%,5,29,1,80%,4,7.3,0,0,0
86-W.Mallory,00-0038394,Will Mallory,IND,2,1,-5.8%,-6.6%,26,207,0,69%,18,4.9,1,0,0
83-N.Vannett,00-0032394,Nick Vannett,LAC,2,1,10.2%,6.0%,1,3,0,100%,1,0.0,0,0,0
85-C.Fotheringham,00-0037506,Cole Fotheringham,LV,1,0,11.5%,-3.2%,1,6,0,100%,1,5.0,0,0,0
82-A.Trautman,00-0036422,Adam Trautman,DEN,0,-13,-7.2%,-12.3%,35,204,3,63%,22,4.5,0,0,0
89-B.Sims,00-0038809,Ben Sims,GB,0,1,-7.4%,-5.1%,6,21,1,67%,4,4.5,0,0,0
88-K.Yeboah,00-0036510,Kenny Yeboah,NYJ,0,0,-7.8%,-8.3%,4,28,0,50%,2,10.0,0,0,0
82-R.Dwelley,00-0034073,Ross Dwelley,SF,0,-1,-8.8%,-14.6%,2,12,0,50%,1,12.0,0,0,0
87-C.Uzomah,00-0032134,C.J. Uzomah,NYJ,-1,-4,-7.9%,-11.3%,12,58,1,67%,8,4.1,0,0,0
81-E.Saubert,00-0033576,Eric Saubert,HOU,-2,-1,-16.3%,-12.2%,3,12,0,100%,3,2.0,0,0,0
89-T.Higbee,00-0033110,Tyler Higbee,LA,-2,11,-7.8%,-4.9%,70,495,2,67%,47,5.2,0,0,0
80-J.Horsted,00-0035562,Jesper Horsted,LV,-3,-3,-45.1%,-44.3%,1,4,0,100%,1,2.0,0,0,0
89-J.Ruckert,00-0037805,Jeremy Ruckert,NYJ,-3,-1,-9.3%,-8.2%,22,151,0,73%,16,3.2,0,0,0
80-D.Washington,00-0038558,Darnell Washington,PIT,-4,-1,-13.4%,-8.1%,10,61,0,70%,7,7.1,0,0,0
88-T.Wesco,00-0035259,Trevon Wesco,TEN,-4,-5,-25.8%,-27.3%,3,21,0,33%,1,12.0,0,0,0
85-A.Okwuegbunam,00-0036423,Albert Okwuegbunam,PHI,-6,-7,-96.2%,-106.6%,1,0,0,0%,0,,0,0,0
84-C.Manhertz,00-0031484,Chris Manhertz,DEN,-6,-9,-29.8%,-39.5%,4,16,0,50%,2,5.0,0,0,0
85-C.Turner,00-0037078,Cole Turner,WAS,-7,-2,-13.6%,-9.7%,15,120,0,73%,11,4.5,0,0,0
84-J.Oliver,00-0035249,Josh Oliver,MIN,-7,-7,-10.6%,-10.7%,28,213,2,79%,22,7.4,1,0,0
85-A.Ogletree,00-0037292,Andrew Ogletree,IND,-7,-2,-12.4%,-8.9%,21,147,2,43%,9,3.3,0,0,0
45-N.Adkins,00-0038783,Nate Adkins,DEN,-8,-10,-31.9%,-40.3%,5,22,0,80%,4,6.0,0,0,0
82-T.Tremble,00-0037005,Tommy Tremble,CAR,-8,-6,-10.7%,-10.0%,32,194,3,72%,23,4.1,0,0,0
89-J.Stoll,00-0036741,Jack Stoll,PHI,-9,-13,-23.6%,-32.3%,8,38,0,63%,5,5.0,0,0,0
84-S.McKeon,00-0036032,Sean McKeon,DAL,-15,-14,-111.2%,-105.6%,2,0,0,0%,0,,0,0,0
87-R.Williams,00-0037451,Rodney Williams,PIT,-15,-14,-115.0%,-106.4%,2,0,0,0%,0,,0,0,0
41-K.Kieft,00-0037311,Ko Kieft,TB,-16,-17,-49.0%,-51.2%,5,2,1,20%,1,2.0,0,0,0
18-R.Tonyan,00-0033757,Robert Tonyan,CHI,-16,-16,-19.5%,-19.5%,17,112,0,65%,11,5.2,0,1,0
85-B.Strange,00-0038935,Brenton Strange,JAC,-16,-18,-34.2%,-36.7%,9,35,1,56%,5,5.6,0,0,0
86-K.Rader,00-0034193,Kevin Rader,TEN,-16,-15,-81.9%,-74.6%,3,6,0,33%,1,4.0,0,0,0
80-I.Thomas,00-0034365,Ian Thomas,CAR,-17,-19,-35.2%,-39.3%,9,56,0,56%,5,6.6,0,0,0
89-P.Hendershot,00-0037569,Peyton Hendershot,DAL,-17,-15,-43.2%,-37.8%,7,38,0,57%,4,7.0,0,0,0
84-S.Smartt,00-0037475,Stone Smartt,LAC,-19,-23,-19.8%,-22.4%,21,155,1,52%,11,5.1,0,0,0
84-J.Akins,00-0034364,Jordan Akins,CLE,-20,-20,-21.3%,-21.1%,23,132,0,65%,15,3.9,0,0,0
89-J.Hill,00-0038720,Julian Hill,MIA,-23,-26,-44.3%,-49.5%,9,48,0,67%,6,5.0,1,0,0
88-D.Knox,00-0035689,Dawson Knox,BUF,-23,-31,-16.9%,-19.8%,36,186,2,61%,22,4.4,0,0,0
88-H.Bryant,00-0036232,Harrison Bryant,CLE,-24,-21,-23.7%,-21.7%,20,81,3,65%,13,2.7,0,0,0
84-M.Wilcox,00-0035771,Mitchell Wilcox,CIN,-25,-23,-36.3%,-34.6%,12,56,0,75%,9,5.3,0,0,0
83-T.Conklin,00-0034270,Tyler Conklin,NYJ,-28,-26,-12.3%,-11.9%,87,621,0,70%,61,4.0,0,1,14
86-L.Schoonmaker,00-0038547,Luke Schoonmaker,DAL,-29,-26,-32.6%,-30.1%,15,65,2,53%,8,3.4,0,0,0
89-D.Wells,00-0034575,David Wells,TB,-29,-31,-173.4%,-185.7%,2,-10,0,100%,2,-5.0,1,0,0
81-B.Bell,00-0032062,Blake Bell,KC,-32,-31,-58.2%,-57.3%,9,26,1,56%,5,3.8,1,0,0
84-S.Sullivan,00-0036438,Stephen Sullivan,CAR,-34,-40,-29.4%,-33.8%,24,125,0,50%,12,0.7,0,0,0
88-M.Gesicki,00-0034829,Mike Gesicki,NE,-35,-23,-19.7%,-15.7%,45,243,2,64%,29,3.0,0,0,0
81-H.Hurst,00-0034830,Hayden Hurst,CAR,-35,-28,-24.5%,-20.9%,32,184,1,56%,18,3.7,0,0,0
85-D.Njoku,00-0033885,David Njoku,CLE,-40,-42,-12.4%,-12.7%,123,882,6,66%,81,7.4,2,1,0
83-Co.Heyward,00-0037304,Connor Heyward,PIT,-53,-46,-32.2%,-28.8%,34,167,0,68%,23,4.1,0,0,0
87-J.Bates,00-0036628,John Bates,WAS,-59,-54,-36.7%,-34.6%,28,151,0,68%,19,3.4,0,0,0
86-Z.Ertz,00-0030061,Zach Ertz,ARI,-67,-75,-32.1%,-35.4%,43,187,1,63%,27,1.7,0,1,10
81-I.Smith,00-0034970,Irv Smith,CIN,-68,-71,-43.1%,-45.1%,26,115,1,69%,18,3.7,1,1,11
7-G.Everett,00-0033895,Gerald Everett,LAC,-98,-76,-28.3%,-23.7%,70,411,3,73%,51,5.4,3,0,0
