rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
202,25079,Kimani Vidal,LAC,RB,1,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,23199,Sincere McCormick,LV,RB,1,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,25054,Dylan Laube,LV,RB,1,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,16928,Michael Burton,DEN,RB,1,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,25683,Kobe Lewis,SEA,RB,1,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,25851,Kairee Robinson,SEA,RB,1,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,23255,Snoop Conner,DAL,RB,1,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,25623,Nathaniel Peat,DAL,RB,1,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,18993,Samaje Perine,DEN,RB,1,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,25066,Aidan Robbins,CLE,RB,1,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,24312,Jacob Saylors,CLE,RB,1,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,25047,Blake Watson,DEN,RB,1,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,23231,Tyler Badie,DEN,RB,1,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,23196,George Holani,SEA,RB,1,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,22674,Deon Jackson,NYJ,RB,1,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,24464,Xazavian Valladay,NYJ,RB,1,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,19003,Tarik Cohen,NYJ,RB,1,SF,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
219,21837,J.J. Taylor,HOU,RB,1,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,21788,Ke'Shawn Vaughn,SF,RB,1,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,22535,Elijah Mitchell,SF,RB,1,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,19957,John Kelly,BAL,RB,1,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,25045,Rasheen Ali,BAL,RB,1,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,24365,Deneric Prince,KC,RB,1,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,24214,Keaton Mitchell,BAL,RB,1,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,25314,Louis Rees-Zammit,KC,RB,1,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,25050,Chris Collier,BAL,RB,1,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,25058,Emani Bailey,KC,RB,1,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,21769,Clyde Edwards-Helaire,KC,RB,1,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,24706,Owen Wright,BAL,RB,1,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,22560,Keaontay Ingram,KC,RB,1,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,21688,Cam Akers,HOU,RB,1,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,24204,Evan Hull,IND,RB,1,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,24008,Troy Hairston,HOU,RB,1,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,25440,D.J. Williams,TB,RB,1,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,23188,Austin Jones,WAS,RB,1,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,25108,Michael Wiley,WAS,RB,1,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,20018,Nick Bawden,HOU,RB,1,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,19919,Chase Edmonds,TB,RB,1,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,23237,Chris Rodriguez Jr.,WAS,RB,1,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,25548,Trent Pennix,IND,RB,1,HOU,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0
242,25094,Ramon Jefferson,TB,RB,1,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
