"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Bo Melton","GB","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","2.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","1.0","1.1","0.9"
"Will Mallory","IND","TE","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","5.0","0.1","0.0","","","","","","","","","","","","1.2","1.4","0.9"
"Anthony Gould","IND","WR","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.3","4.0","0.1","0.0","","","","","","","","","","","","0.9","1.1","0.8"
"AJ Barner","SEA","TE","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.5","5.0","0.1","0.0","","","","","","","","","","","","1.1","1.4","0.9"
"Grant Calcaterra","PHI","TE","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.5","5.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","1.1","1.4","0.9"
"Kameron Johnson","TB","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.9","0.9","0.8"
"Ben Skowronek","PIT","WR","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.9","1.0","0.7"
"Chris Moore","ARI","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","3.0","0.1","0.0","","","","","","","","","","","","0.9","1.0","0.8"
"Tylan Wallace","BAL","WR","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.3","4.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","0.9","1.0","0.7"
"Jamison Crowder","WAS","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"Kayshon Boutte","NE","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","4.0","0.0","0.0","","","","","","","","","","","","0.8","1.0","0.7"
"Jacob Cowing","SF","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"Grant DuBose","MIA","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"Zach Pascal","ARI","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"Deonte Harty","BAL","WR","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.3","3.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","0.8","1.0","0.7"
"Payne Durham","TB","TE","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.4","4.0","0.1","0.0","","","","","","","","","","","","1.0","1.2","0.8"
"Chris Conley","SF","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"John Bates","WAS","TE","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.4","4.0","0.1","0.0","","","","","","","","","","","","1.0","1.2","0.8"
"Erick All","CIN","TE","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","4.0","0.1","0.0","","","","","","","","","","","","1.0","1.2","0.8"
"Tip Reiman","ARI","TE","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.9","1.1","0.8"
"Hunter Long","LA","TE","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.9","1.1","0.8"
"Ronnie Bell","SF","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.7","0.7","0.6"
"Tyler Scott","CHI","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.7","0.7","0.6"
"Johnny Wilson","PHI","WR","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","2.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","0.7","0.8","0.6"
"Stone Smartt","LAC","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.9","1.0","0.7"
"Jamari Thrash","CLE","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.3","2.1","0.0","0.0","","","","","","","","","","","","0.6","0.8","0.5"
"Bryce Young","CAR","QB","NO","19.4","31.0","204.2","0.7","0.6","2.7","12.4","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","12.5","12.5","12.5"
"Brenden Rice","LAC","WR","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.6","0.7","0.5"
"Brady Russell","SEA","TE","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.8","1.0","0.7"
"Lucas Krull","DEN","TE","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.8","1.0","0.7"
"Brenton Strange","JAC","TE","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","3.0","0.1","0.0","","","","","","","","","","","","0.8","0.9","0.6"
"Devaughn Vele","DEN","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.6","0.6","0.5"
"Ryan Flournoy","DAL","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.6","0.6","0.5"
"Jake Tonges","SF","TE","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.7","0.8","0.6"
"Ross Dwelley","ATL","TE","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.7","0.8","0.6"
"Xavier Hutchinson","HOU","WR","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.5","0.4"
"Julian Hill","MIA","TE","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.7","0.8","0.6"
"Ko Kieft","TB","TE","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.7","0.7","0.6"
"Jacoby Brissett","NE","QB","CIN","19.6","32.7","209.6","0.7","0.8","3.2","13.0","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","12.3","12.3","12.3"
"DeAndre Carter","CHI","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.0","0.0","","","","","","","","","","","","0.4","0.5","0.4"
"Velus Jones Jr.","CHI","WR","TEN","0.0","0.0","0.0","0.0","0.0","0.3","1.4","0.0","0.1","0.1","1.0","0.0","0.0","","","","","","","","","","","","0.4","0.5","0.4"
"Chris Manhertz","NYG","TE","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.6","0.7","0.5"
"Jaheim Bell","NE","TE","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.6","0.7","0.5"
"Cade Stover","HOU","TE","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.1","0.0","","","","","","","","","","","","0.6","0.7","0.5"
"Nick Muse","MIN","TE","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","2.0","0.0","0.0","","","","","","","","","","","","0.6","0.7","0.5"
"Nate Adkins","DEN","TE","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.0","0.0","","","","","","","","","","","","0.6","0.7","0.5"
"Ben Sims","GB","TE","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","0.6","0.7","0.5"
"Eric Saubert","SF","TE","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.6","0.6","0.5"
"MyCole Pruitt","PIT","TE","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.6","0.5"
"Marcedes Lewis","CHI","TE","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.6","0.5"
"Parker Hesse","DET","TE","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.6","0.5"
"Charlie Kolar","BAL","TE","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","0.5","0.5","0.4"
"Jared Wiley","KC","TE","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","0.5","0.5","0.4"
"Nick Vannett","TEN","TE","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.5","0.4"
"Harrison Bryant","LV","TE","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.5","0.4"
"Quintin Morris","BUF","TE","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1.0","0.0","0.0","","","","","","","","","","","","0.4","0.5","0.4"
"Cole Turner","WAS","TE","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","2.0","0.0","0.0","","","","","","","","","","","","0.4","0.5","0.3"
