"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Mike Williams","NYJ","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","2.7","31.1","0.3","0.0","","","","","","","","","","","","6.1","7.5","4.8"
"Wan'Dale Robinson","NYG","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.5","2.8","0.0","5.3","3.6","28.8","0.2","0.0","","","","","","","","","","","","6.1","7.9","4.3"
"Ka'imi Fairbairn","HOU","K","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.9","","","","","","","8.9","8.9","8.9"
"Blake Corum","LA","RB","DET","0.0","0.0","0.0","0.0","0.0","6.1","24.6","0.2","1.2","0.9","6.1","0.1","0.0","","","","","","","","","","","","5.3","5.8","4.8"
"Matthew Stafford","LA","QB","DET","23.8","35.8","277.0","1.8","0.8","0.2","0.2","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.9","17.9","17.9"
"Tua Tagovailoa","MIA","QB","JAC","22.7","33.5","267.4","1.8","0.8","1.8","3.5","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.8","17.8","17.8"
"Harrison Butker","KC","K","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.8","0.0","0.00","0.0","0.0","0.0","0.0","8.6","8.6","8.6"
"Cleveland Browns","CLE","DST","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.50","0.9","0.2","22.3","340.4","6.7","6.7","6.7"
"Alec Pierce","IND","WR","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","2.4","33.0","0.2","0.0","","","","","","","","","","","","5.8","7.0","4.7"
"Younghoe Koo","ATL","K","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.1","0.5","0.2","2.5","","","","","","","8.6","8.6","8.6"
"Khalil Herbert","CHI","RB","TEN","0.0","0.0","0.0","0.0","0.0","8.0","28.2","0.2","0.8","0.6","4.1","0.0","0.1","","","","","","","","","","","","5.0","5.3","4.7"
"Baker Mayfield","TB","QB","WAS","22.0","33.6","251.3","1.7","0.8","3.0","8.6","0.2","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","17.6","17.6","17.6"
"Evan McPherson","CIN","K","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.6","","","","","","","8.5","8.5","8.5"
"Buffalo Bills","BUF","DST","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.7","0.60","0.8","0.2","22.0","341.3","6.6","6.6","6.6"
"Jamaal Williams","NO","RB","CAR","0.0","0.0","0.0","0.0","0.0","6.0","24.4","0.2","1.1","0.8","4.4","0.0","0.1","","","","","","","","","","","","4.9","5.3","4.5"
"Chicago Bears","CHI","DST","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.50","1.0","0.2","21.4","330.8","6.6","6.6","6.6"
"Spencer Shrader","IND","K","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.3","","","","","","","8.4","8.4","8.4"
"San Francisco 49ers","SF","DST","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.7","0.60","0.7","0.2","21.0","349.8","6.5","6.5","6.5"
"Michael Wilson","ARI","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","2.6","29.9","0.2","0.0","","","","","","","","","","","","5.6","6.9","4.3"
"Dontayvion Wicks","GB","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.5","30.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","5.6","6.8","4.3"
"Minnesota Vikings","MIN","DST","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.6","0.60","0.7","0.2","21.1","329.1","6.4","6.4","6.4"
"Rashod Bateman","BAL","WR","KC","0.0","0.0","0.0","0.0","0.0","0.1","0.8","0.0","4.2","2.5","30.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","5.5","6.8","4.3"
"Cairo Santos","CHI","K","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.0","0.5","0.2","2.5","","","","","","","8.3","8.3","8.3"
"Josh Reynolds","DEN","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","2.5","29.9","0.2","0.0","","","","","","","","","","","","5.5","6.8","4.3"
"Trey Benson","ARI","RB","BUF","0.0","0.0","0.0","0.0","0.0","4.7","20.1","0.2","1.5","1.2","8.0","0.1","0.0","","","","","","","","","","","","4.7","5.3","4.1"
"Cade Otton","TB","TE","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.8","26.9","0.3","0.0","","","","","","","","","","","","5.7","7.1","4.3"
"New Orleans Saints","NO","DST","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.50","0.5","0.2","18.7","296.1","6.4","6.4","6.4"
"Jake Bates","DET","K","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","0.4","0.1","3.0","","","","","","","8.2","8.2","8.2"
"Ja'Lynn Polk","NE","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.6","2.6","30.8","0.2","0.0","","","","","","","","","","","","5.5","6.7","4.2"
"Demarcus Robinson","LA","WR","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","2.4","29.6","0.2","0.0","","","","","","","","","","","","5.5","6.7","4.2"
"Jake Moody","SF","K","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.5","","","","","","","8.2","8.2","8.2"
"Chase McLaughlin","TB","K","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.5","0.2","2.5","","","","","","","8.2","8.2","8.2"
"Jason Sanders","MIA","K","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","0.4","0.2","2.8","","","","","","","8.2","8.2","8.2"
"Chig Okonkwo","TEN","TE","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.9","29.4","0.2","0.0","","","","","","","","","","","","5.6","7.1","4.1"
"Tyler Conklin","NYJ","TE","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","3.0","28.5","0.2","0.0","","","","","","","","","","","","5.6","7.1","4.1"
"Justice Hill","BAL","RB","KC","0.0","0.0","0.0","0.0","0.0","4.0","15.9","0.1","2.2","1.7","10.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","4.6","5.4","3.8"
"Tampa Bay Buccaneers","TB","DST","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.60","0.8","0.2","22.5","327.1","6.3","6.3","6.3"
"Hunter Henry","NE","TE","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.6","2.9","30.1","0.2","0.0","","","","","","","","","","","","5.6","7.0","4.2"
"Justin Fields","PIT","QB","ATL","17.1","27.5","195.9","1.0","0.7","8.8","47.9","0.3","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","17.2","17.2","17.2"
"Taysom Hill","NO","TE","CAR","0.0","0.0","0.0","0.0","0.0","3.6","17.5","0.2","2.4","1.5","8.7","0.1","0.0","","","","","","","","","","","","5.6","6.3","4.8"
"Miles Sanders","CAR","RB","NO","0.0","0.0","0.0","0.0","0.0","5.6","21.5","0.2","1.7","1.2","3.7","0.0","0.0","","","","","","","","","","","","4.5","5.1","3.9"
"Los Angeles Chargers","LAC","DST","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.2","0.60","0.8","0.2","21.2","310.2","6.2","6.2","6.2"
"Dallas Cowboys","DAL","DST","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.50","0.8","0.2","21.5","326.4","6.2","6.2","6.2"
"Tyler Bass","BUF","K","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","0.4","0.1","3.0","","","","","","","8.1","8.1","8.1"
"Washington Commanders","WAS","DST","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.50","0.7","0.2","24.7","340.7","6.2","6.2","6.2"
"Jake Elliott","PHI","K","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.9","0.5","0.2","2.6","0.0","0.00","0.0","0.0","0.0","0.0","8.1","8.1","8.1"
"Miami Dolphins","MIA","DST","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.60","0.8","0.2","24.9","347.1","6.2","6.2","6.2"
"Justin Tucker","BAL","K","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.5","0.2","2.3","0.0","0.00","0.0","0.0","0.0","0.0","8.1","8.1","8.1"
"Pat Freiermuth","PIT","TE","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","3.1","27.0","0.2","0.0","","","","","","","","","","","","5.5","7.0","4.0"
"Emanuel Wilson","GB","RB","PHI","0.0","0.0","0.0","0.0","0.0","3.9","16.5","0.1","2.0","1.5","11.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","4.5","5.2","3.7"
"Greg Dortch","ARI","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","4.0","2.7","27.6","0.2","0.0","","","","","","","","","","","","5.3","6.7","4.0"
"Geno Smith","SEA","QB","DEN","21.6","32.9","241.0","1.5","0.6","3.0","10.8","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","17.1","17.1","17.1"
"Luke Musgrave","GB","TE","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.8","26.9","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","5.5","6.9","4.1"
"Atlanta Falcons","ATL","DST","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.60","0.7","0.2","21.0","336.0","6.2","6.2","6.2"
"Cameron Dicker","LAC","K","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.4","0.2","2.4","","","","","","","8.0","8.0","8.0"
"Bucky Irving","TB","RB","WAS","0.0","0.0","0.0","0.0","0.0","5.6","21.2","0.2","1.3","1.0","6.3","0.0","0.0","","","","","","","","","","","","4.5","5.0","4.0"
"Houston Texans","HOU","DST","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.9","0.70","0.8","0.2","31.4","358.7","6.1","6.1","6.1"
"Jalen McMillan","TB","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.5","28.7","0.2","0.0","","","","","","","","","","","","5.3","6.5","4.0"
"Colby Parkinson","LA","TE","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.6","26.9","0.2","0.0","","","","","","","","","","","","5.4","6.7","4.1"
"Noah Fant","SEA","TE","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.5","2.7","28.5","0.2","0.0","","","","","","","","","","","","5.4","6.8","4.0"
"Kansas City Chiefs","KC","DST","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.60","0.5","0.2","23.5","356.2","6.1","6.1","6.1"
"Blake Grupe","NO","K","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.4","0.1","2.4","","","","","","","7.9","7.9","7.9"
"Baltimore Ravens","BAL","DST","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.50","0.6","0.2","26.7","373.6","6.0","6.0","6.0"
"New York Jets","NYJ","DST","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.8","0.60","0.5","0.2","25.8","364.9","6.0","6.0","6.0"
"Cole Kmet","CHI","TE","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","2.6","24.1","0.3","0.0","","","","","","","","","","","","5.4","6.7","4.1"
"Philadelphia Eagles","PHI","DST","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","0.50","0.6","0.2","23.4","348.3","6.0","6.0","6.0"
"Zach Ertz","WAS","TE","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.6","3.1","25.8","0.2","0.0","","","","","","","","","","","","5.3","6.9","3.8"
"Jonnu Smith","MIA","TE","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","2.5","25.4","0.3","0.0","","","","","","","","","","","","5.3","6.6","4.1"
"Jason Myers","SEA","K","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","2.6","","","","","","","7.9","7.9","7.9"
"Tyler Boyd","TEN","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","3.9","2.6","26.3","0.2","0.0","","","","","","","","","","","","5.1","6.4","3.8"
"Pittsburgh Steelers","PIT","DST","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.50","0.6","0.2","25.5","354.4","6.0","6.0","6.0"
"Denver Broncos","DEN","DST","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.5","0.50","0.6","0.2","24.4","343.7","6.0","6.0","6.0"
"Detroit Lions","DET","DST","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.2","0.50","0.8","0.2","25.0","373.1","6.0","6.0","6.0"
"Brandon Aubrey","DAL","K","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.4","0.2","2.1","","","","","","","7.8","7.8","7.8"
"Arizona Cardinals","ARI","DST","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.4","0.60","0.6","0.2","27.7","373.8","5.9","5.9","5.9"
"Matt Gay","IND","K","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","2.3","","","","","","","7.8","7.8","7.8"
"Jacksonville Jaguars","JAC","DST","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.2","0.60","0.7","0.2","26.8","392.0","5.8","5.8","5.8"
"Pierre Strong Jr.","CLE","RB","DAL","0.0","0.0","0.0","0.0","0.0","5.5","23.0","0.2","0.9","0.6","4.0","0.0","0.0","","","","","","","","","","","","4.2","4.5","3.9"
"Quentin Johnston","LAC","WR","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.3","25.2","0.2","0.0","","","","","","","","","","","","4.9","6.1","3.8"
"Brayden Narveson","GB","K","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.8","0.4","0.2","2.5","0.0","0.00","0.0","0.0","0.0","0.0","7.7","7.7","7.7"
"Juwan Johnson","NO","TE","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.6","26.0","0.2","0.0","","","","","","","","","","","","5.1","6.4","3.8"
"New York Giants","NYG","DST","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.1","0.50","0.7","0.2","21.7","330.6","5.8","5.8","5.8"
"Joshua Karty","LA","K","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","2.7","","","","","","","7.6","7.6","7.6"
"Brock Purdy","SF","QB","NYJ","21.2","31.6","241.0","1.6","0.5","2.1","7.8","0.1","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","16.7","16.7","16.7"
"New England Patriots","NE","DST","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.2","0.50","0.6","0.2","25.5","341.3","5.7","5.7","5.7"
"Carolina Panthers","CAR","DST","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.1","0.50","0.6","0.2","24.4","325.9","5.7","5.7","5.7"
"Mike Gesicki","CIN","TE","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.6","2.4","24.0","0.2","0.0","","","","","","","","","","","","5.0","6.2","3.8"
"Cam Little","JAC","K","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","2.5","","","","","","","7.5","7.5","7.5"
"Deshaun Watson","CLE","QB","DAL","19.7","32.9","219.0","1.3","0.8","4.4","22.5","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.6","16.6","16.6"
"Dak Prescott","DAL","QB","CLE","23.2","35.9","249.1","1.4","0.9","3.2","12.8","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.6","16.6","16.6"
"Nick Folk","TEN","K","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.4","0.2","2.0","","","","","","","7.5","7.5","7.5"
"Ray Davis","BUF","RB","ARI","0.0","0.0","0.0","0.0","0.0","4.4","18.2","0.1","1.0","0.8","6.0","0.0","0.0","","","","","","","","","","","","3.9","4.3","3.5"
"Green Bay Packers","GB","DST","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.50","0.5","0.2","25.0","373.4","5.6","5.6","5.6"
"Tennessee Titans","TEN","DST","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.1","0.50","0.7","0.2","25.4","350.3","5.6","5.6","5.6"
"Daniel Carlson","LV","K","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","2.0","","","","","","","7.5","7.5","7.5"
"Samaje Perine","KC","RB","BAL","0.0","0.0","0.0","0.0","0.0","2.0","8.4","0.1","3.1","2.5","8.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.9","5.1","2.6"
"Indianapolis Colts","IND","DST","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.50","0.5","0.2","27.4","375.2","5.5","5.5","5.5"
"Justin Herbert","LAC","QB","LV","21.2","31.4","228.0","1.4","0.5","3.5","13.1","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.5","16.5","16.5"
"Daniel Jones","NYG","QB","MIN","21.0","31.7","214.7","1.1","0.7","6.1","29.0","0.3","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","16.5","16.5","16.5"
"Will Reichard","MIN","K","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","0.4","0.1","2.1","","","","","","","7.4","7.4","7.4"
"Chris Boswell","PIT","K","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","1.9","","","","","","","7.3","7.3","7.3"
"Las Vegas Raiders","LV","DST","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.1","0.50","0.5","0.2","23.2","343.5","5.4","5.4","5.4"
"Greg Zuerlein","NYJ","K","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.8","0.4","0.2","2.1","","","","","","","7.3","7.3","7.3"
"K.J. Osborn","NE","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.1","24.9","0.2","0.0","","","","","","","","","","","","4.5","5.5","3.4"
"Darius Slayton","NYG","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","1.9","24.5","0.2","0.0","","","","","","","","","","","","4.4","5.4","3.4"
"Alexander Mattison","LV","RB","LAC","0.0","0.0","0.0","0.0","0.0","4.5","17.0","0.1","1.0","0.7","5.0","0.0","0.0","","","","","","","","","","","","3.6","3.9","3.2"
"Roschon Johnson","CHI","RB","TEN","0.0","0.0","0.0","0.0","0.0","3.2","14.0","0.1","1.3","1.0","7.0","0.1","0.0","","","","","","","","","","","","3.6","4.1","3.1"
"Jalin Hyatt","NYG","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","2.0","22.9","0.2","0.0","","","","","","","","","","","","4.4","5.4","3.4"
"Dustin Hopkins","CLE","K","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","2.2","","","","","","","7.1","7.1","7.1"
"Graham Gano","NYG","K","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","2.0","","","","","","","7.1","7.1","7.1"
"Trenton Irwin","CIN","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.8","23.0","0.2","0.0","","","","","","","","","","","","4.3","5.2","3.4"
"Kylen Granson","IND","TE","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","2.0","20.3","0.2","0.0","","","","","","","","","","","","4.5","5.5","3.5"
"Johnny Mundt","MIN","TE","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.6","22.2","0.2","0.0","","","","","","","","","","","","4.4","5.7","3.1"
"Kirk Cousins","ATL","QB","PIT","22.3","34.4","245.4","1.6","0.7","1.4","3.6","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.0","16.0","16.0"
"Kimani Vidal","LAC","RB","LV","0.0","0.0","0.0","0.0","0.0","3.3","14.0","0.1","1.5","1.2","8.0","0.0","0.0","","","","","","","","","","","","3.4","4.0","2.8"
"Hayden Hurst","LAC","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","2.4","20.2","0.2","0.0","","","","","","","","","","","","4.4","5.6","3.2"
"Braelon Allen","NYJ","RB","SF","0.0","0.0","0.0","0.0","0.0","4.5","19.0","0.1","0.8","0.6","4.0","0.0","0.0","","","","","","","","","","","","3.4","3.7","3.1"
"Kalif Raymond","DET","WR","LA","0.0","0.0","0.0","0.0","0.0","0.3","1.7","0.0","2.5","1.7","19.0","0.2","0.0","","","","","","","","","","","","4.1","5.0","3.3"
"Noah Brown","WAS","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","1.8","23.0","0.1","0.0","","","","","","","","","","","","4.1","5.0","3.2"
"Ja'Tavion Sanders","CAR","TE","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.5","21.4","0.2","0.0","","","","","","","","","","","","4.3","5.5","3.0"
"Jalen Tolbert","DAL","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.8","20.6","0.2","0.0","","","","","","","","","","","","4.0","5.0","3.1"
"Jauan Jennings","SF","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.7","18.6","0.2","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Elijah Moore","CLE","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.8","19.9","0.2","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Cade York","WAS","K","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","2.1","","","","","","","6.8","6.8","6.8"
"Will Dissly","LAC","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","2.2","18.8","0.2","0.0","","","","","","","","","","","","4.2","5.3","3.1"
"Calvin Austin III","PIT","WR","ATL","0.0","0.0","0.0","0.0","0.0","0.3","1.5","0.0","2.9","1.8","23.0","0.1","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Tank Bigsby","JAC","RB","MIA","0.0","0.0","0.0","0.0","0.0","4.3","16.6","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","3.2","3.4","3.0"
"Tyrone Tracy","NYG","RB","MIN","0.0","0.0","0.0","0.0","0.0","4.2","17.0","0.1","0.0","0.6","4.0","0.0","0.0","","","","","","","","","","","","3.2","3.5","2.9"
"Matt Prater","ARI","K","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.8","0.4","0.2","2.2","","","","","","","6.7","6.7","6.7"
"Jordan Mason","SF","RB","NYJ","0.0","0.0","0.0","0.0","0.0","4.3","19.0","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","3.1","3.3","2.9"
