"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Malik Nabers","NYG","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","9.6","5.6","73.5","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","12.1","14.9","9.3"
"Chuba Hubbard","CAR","RB","LV","0.0","0.0","0.0","0.0","0.0","15.1","62.0","0.3","3.6","2.4","16.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.1","12.3","9.9"
"Chris Godwin","TB","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","8.4","5.7","65.6","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.9","14.8","9.1"
"DK Metcalf","SEA","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.4","5.1","67.9","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.8","14.4","9.3"
"Mike Evans","TB","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.2","4.8","64.5","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.8","14.2","9.5"
"Brian Robinson Jr.","WAS","RB","CIN","0.0","0.0","0.0","0.0","0.0","12.5","53.0","0.4","3.1","2.2","18.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.9","12.0","9.8"
"Zamir White","LV","RB","CAR","0.0","0.0","0.0","0.0","0.0","15.4","58.1","0.4","3.1","2.1","14.3","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.9","12.0","9.8"
"Marvin Harrison Jr.","ARI","WR","DET","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","8.0","4.8","67.2","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.7","14.1","9.4"
"D'Andre Swift","CHI","RB","IND","0.0","0.0","0.0","0.0","0.0","13.4","54.1","0.4","2.8","2.2","14.9","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.8","11.9","9.7"
"Devin Singletary","NYG","RB","CLE","0.0","0.0","0.0","0.0","0.0","15.2","59.4","0.3","2.8","2.1","13.9","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.7","11.7","9.7"
"Chris Olave","NO","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.7","4.9","63.9","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.3","13.8","8.9"
"Garrett Wilson","NYJ","WR","NE","0.0","0.0","0.0","0.0","0.0","0.2","0.8","0.0","8.5","5.3","63.5","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.3","14.0","8.7"
"Tyreek Hill","MIA","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.5","2.5","0.0","6.3","4.6","67.0","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.3","13.6","9.0"
"Javonte Williams","DEN","RB","TB","0.0","0.0","0.0","0.0","0.0","12.0","46.0","0.3","4.1","2.9","19.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.3","11.8","8.9"
"Najee Harris","PIT","RB","LAC","0.0","0.0","0.0","0.0","0.0","14.8","58.2","0.4","2.2","1.6","11.6","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.2","11.0","9.4"
"Zay Flowers","BAL","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.5","3.0","0.0","7.4","5.1","59.9","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.1","13.7","8.6"
"Brandon Aiyuk","SF","WR","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8","4.5","61.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","11.1","13.4","8.9"
"J.K. Dobbins","LAC","RB","PIT","0.0","0.0","0.0","0.0","0.0","12.4","53.3","0.3","2.8","2.2","13.9","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.2","11.3","9.1"
"Drake London","ATL","WR","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.3","5.5","60.6","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.8","13.6","8.1"
"Lamar Jackson","BAL","QB","DAL","19.5","30.5","220.8","1.4","0.6","8.8","52.4","0.4","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","21.0","21.0","21.0"
"Jerome Ford","CLE","RB","NYG","0.0","0.0","0.0","0.0","0.0","10.0","43.0","0.3","3.1","2.4","17.2","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.7","10.9","8.5"
"Trey McBride","ARI","TE","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.3","5.5","55.0","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.4","13.1","7.6"
"Jameson Williams","DET","WR","ARI","0.0","0.0","0.0","0.0","0.0","0.6","3.9","0.0","5.6","3.9","58.4","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.4","12.4","8.5"
"Jalen Hurts","PHI","QB","NO","20.5","30.5","226.0","1.3","0.6","9.8","41.0","0.5","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","20.5","20.5","20.5"
"D.J. Moore","CHI","WR","IND","0.0","0.0","0.0","0.0","0.0","0.5","2.4","0.0","6.3","4.1","59.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.3","12.4","8.3"
"Josh Allen","BUF","QB","JAC","22.6","33.6","220.9","1.7","0.8","6.8","31.1","0.5","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","20.4","20.4","20.4"
"Rashid Shaheed","NO","WR","PHI","0.0","0.0","0.0","0.0","0.0","0.6","3.0","0.0","6.0","3.7","57.2","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.2","12.0","8.3"
"Jaxon Smith-Njigba","SEA","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.2","5.0","55.2","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","10.2","12.6","7.7"
"Joe Burrow","CIN","QB","WAS","21.3","32.4","249.0","2.2","0.7","4.5","13.9","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","20.3","20.3","20.3"
"George Kittle","SF","TE","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.3","4.6","55.3","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.9","12.2","7.6"
"Patrick Mahomes","KC","QB","ATL","23.8","35.8","258.2","1.9","0.7","4.3","21.0","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","20.3","20.3","20.3"
"Travis Kelce","KC","TE","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.2","4.7","48.3","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.7","12.0","7.3"
"Kyler Murray","ARI","QB","DET","22.7","33.5","238.6","1.5","0.8","5.5","32.0","0.4","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","19.8","19.8","19.8"
"Ezekiel Elliott","DAL","RB","BAL","0.0","0.0","0.0","0.0","0.0","10.3","40.8","0.3","2.6","1.9","13.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.7","9.6","7.7"
"Amari Cooper","CLE","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.2","4.2","54.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.6","11.7","7.4"
"Tank Dell","HOU","WR","MIN","0.0","0.0","0.0","0.0","0.0","1.5","8.2","0.1","5.2","3.7","48.8","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.6","11.4","7.7"
"Stefon Diggs","HOU","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.2","0.9","0.0","6.5","4.5","50.3","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.5","11.8","7.3"
"Sam LaPorta","DET","TE","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.9","4.6","47.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.1","11.4","6.8"
"Michael Pittman Jr.","IND","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","4.8","50.3","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.3","11.7","6.9"
"Demarcus Robinson","LA","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.9","3.9","51.5","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.3","11.2","7.3"
"Carson Steele","KC","RB","ATL","0.0","0.0","0.0","0.0","0.0","11.5","44.0","0.4","1.3","1.0","7.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.4","8.9","7.9"
"Jayden Daniels","WAS","QB","CIN","18.0","27.5","195.0","1.1","0.7","10.0","53.0","0.5","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","19.4","19.4","19.4"
"D'Onta Foreman","CLE","RB","NYG","0.0","0.0","0.0","0.0","0.0","11.1","44.4","0.3","2.0","1.4","9.5","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.4","9.1","7.7"
"Tyler Lockett","SEA","WR","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.2","4.2","53.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.2","11.3","7.1"
"Brian Thomas Jr.","JAC","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","3.6","52.5","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","9.1","10.9","7.3"
"Tee Higgins","CIN","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.6","47.1","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.9","10.7","7.2"
"Jaylen Waddle","MIA","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.3","1.5","0.0","5.6","3.9","53.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.9","10.9","7.0"
"Austin Ekeler","WAS","RB","CIN","0.0","0.0","0.0","0.0","0.0","6.5","28.0","0.1","4.1","2.9","24.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.0","9.5","6.6"
"Christian Kirk","JAC","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","5.8","3.9","53.5","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.9","10.8","6.9"
"Terry McLaurin","WAS","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","4.1","51.4","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.9","10.9","6.8"
"Gabe Davis","JAC","WR","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.8","3.4","52.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.9","10.6","7.2"
"Xavier Worthy","KC","WR","ATL","0.0","0.0","0.0","0.0","0.0","1.1","7.1","0.1","5.3","3.4","40.4","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.8","10.5","7.1"
"Samaje Perine","KC","RB","ATL","0.0","0.0","0.0","0.0","0.0","6.1","24.6","0.2","3.8","3.0","21.7","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.9","9.4","6.4"
"Calvin Ridley","TEN","WR","GB","0.0","0.0","0.0","0.0","0.0","0.2","0.8","0.0","6.1","3.6","51.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.8","10.6","7.0"
"Jerry Jeudy","CLE","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","5.8","3.7","50.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.6","10.5","6.8"
"George Pickens","PIT","WR","LAC","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","6.0","3.4","49.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.6","10.3","6.9"
"Khalil Shakir","BUF","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.3","1.4","0.0","5.3","3.7","44.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.5","10.3","6.7"
"Dak Prescott","DAL","QB","BAL","24.1","37.0","267.2","1.7","0.8","2.7","11.3","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","18.6","18.6","18.6"
"Courtland Sutton","DEN","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8","3.9","51.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.4","10.4","6.4"
"Keenan Allen","CHI","WR","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","48.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.4","10.5","6.3"
"C.J. Stroud","HOU","QB","MIN","22.5","34.5","265.1","1.7","0.5","2.6","9.0","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","18.3","18.3","18.3"
"Diontae Johnson","CAR","WR","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7","4.1","46.3","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.2","10.2","6.1"
"Mark Andrews","BAL","TE","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.6","3.7","41.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.0","9.8","6.1"
"Jauan Jennings","SF","WR","LA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3","3.5","48.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.2","9.9","6.4"
"Rico Dowdle","DAL","RB","BAL","0.0","0.0","0.0","0.0","0.0","8.7","31.6","0.2","2.7","1.9","13.2","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.3","8.2","6.3"
"Brock Bowers","LV","TE","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1","4.1","43.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.9","10.0","5.9"
"Jaylen Warren","PIT","RB","LAC","0.0","0.0","0.0","0.0","0.0","7.3","30.0","0.2","2.9","2.2","17.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.2","8.3","6.1"
"Tyjae Spears","TEN","RB","GB","0.0","0.0","0.0","0.0","0.0","6.5","27.9","0.2","0.0","2.4","16.9","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.2","8.4","6.0"
"Kyle Pitts","ATL","TE","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","3.7","40.8","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.9","9.7","6.0"
"Bucky Irving","TB","RB","DEN","0.0","0.0","0.0","0.0","0.0","9.5","40.8","0.2","1.4","1.2","8.4","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.1","7.7","6.5"
"Brandin Cooks","DAL","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","6.1","3.7","42.3","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.0","9.9","6.1"
"Dallas Goedert","PHI","TE","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","4.1","40.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.8","9.8","5.7"
"Jordan Addison","MIN","WR","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.6","45.5","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","8.0","9.8","6.2"
"Baker Mayfield","TB","QB","DEN","22.4","34.6","256.2","1.7","0.8","3.5","12.7","0.2","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","18.1","18.1","18.1"
"Tyler Johnson","LA","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1","3.7","44.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.9","9.7","6.0"
"Gus Edwards","LAC","RB","PIT","0.0","0.0","0.0","0.0","0.0","11.2","43.8","0.2","1.1","0.9","5.7","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.9","7.3","6.4"
"Ladd McConkey","LAC","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.5","4.0","44.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.7","9.7","5.7"
"Jayden Reed","GB","WR","TEN","0.0","0.0","0.0","0.0","0.0","1.6","10.6","0.1","4.0","2.8","38.9","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.7","9.1","6.3"
"Anthony Richardson","IND","QB","CHI","18.8","32.5","203.0","0.8","0.9","8.3","47.3","0.5","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","17.9","17.9","17.9"
"Dalton Kincaid","BUF","TE","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.7","34.8","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","7.5","9.3","5.7"
"Alexander Mattison","LV","RB","CAR","0.0","0.0","0.0","0.0","0.0","7.6","29.7","0.2","2.2","1.6","11.7","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","","","6.8","7.6","6.0"
