rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
200,25055,Dillon Johnson,CAR,RB,3,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,23632,Brittain Brown,LV,RB,3,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,25074,Jarveon Howard,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,21227,Andrew Beck,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,24732,Henry Pearson,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,23211,MarShawn Lloyd,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,25322,Jabari Small,TEN,RB,3,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,21802,AJ Dillon,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,24877,Ellis Merriweather,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,23052,Nate McCrary,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,21797,La'Mical Perine,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,23192,Chris Brooks,GB,RB,3,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,24517,Hassan Hall,ARI,RB,3,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,21774,Tony Jones,ARI,RB,3,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,22555,Jermar Jefferson,DET,RB,3,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,22553,Michael Carter,ARI,RB,3,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,24930,Sione Vaki,DET,RB,3,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,18877,Christian McCaffrey,SF,RB,3,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,23202,SaRodorick Thompson Jr.,LA,RB,3,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,22535,Elijah Mitchell,SF,RB,3,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,21788,Ke'Shawn Vaughn,SF,RB,3,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,23174,Zach Evans,LA,RB,3,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,23371,Isiah Pacheco,KC,RB,3,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,24304,Carlos Washington Jr.,ATL,RB,3,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,21769,Clyde Edwards-Helaire,KC,RB,3,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,25058,Emani Bailey,KC,RB,3,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,25100,Frank Gore Jr.,BUF,RB,3,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,25120,Keilan Robinson,JAC,RB,3,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,21845,Darrynton Evans,BUF,RB,3,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,25314,Louis Rees-Zammit,JAC,RB,3,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,25072,Jalen Jackson,JAC,RB,3,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,25508,Elijah Collins,CIN,RB,3,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,25108,Michael Wiley,WAS,RB,3,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,23188,Austin Jones,WAS,RB,3,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,23206,Noah Cain,CIN,RB,3,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,22647,Chris Evans,CIN,RB,3,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,23213,Kendall Milton,CIN,RB,3,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,23345,Kevin Harris,NE,RB,3,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
