"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Blake Corum","LA","RB","ARI","0.0","0.0","0.0","0.0","0.0","2.2","8.9","0.1","0.3","0.2","1.0","0.0","0.0","","","","","","","","","","","","1.5","1.6","1.4"
"Cordarrelle Patterson","PIT","RB","DEN","0.0","0.0","0.0","0.0","0.0","2.0","7.9","0.1","0.3","0.2","1.0","0.0","0.0","","","","","","","","","","","","1.5","1.6","1.4"
"Noah Gray","KC","TE","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.5","16.8","0.1","0.0","","","","","","","","","","","","3.2","4.0","2.5"
"Alec Ingold","MIA","RB","BUF","0.0","0.0","0.0","0.0","0.0","0.6","2.0","0.0","0.0","0.6","5.0","0.1","0.0","","","","","","","","","","","","1.4","1.7","1.1"
"Trey Sermon","IND","RB","GB","0.0","0.0","0.0","0.0","0.0","1.6","6.9","0.0","0.6","0.4","3.0","0.0","0.0","","","","","","","","","","","","1.4","1.6","1.2"
"Josh Oliver","MIN","TE","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","1.6","16.8","0.1","0.0","","","","","","","","","","","","3.1","3.9","2.3"
"Justin Watson","KC","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.1","16.8","0.1","0.0","","","","","","","","","","","","2.9","3.4","2.3"
"Trey Palmer","TB","WR","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","1.2","15.8","0.1","0.0","","","","","","","","","","","","2.9","3.5","2.3"
"Carson Steele","KC","RB","CIN","0.0","0.0","0.0","0.0","0.0","1.8","6.9","0.1","0.2","0.2","1.0","0.0","0.0","","","","","","","","","","","","1.3","1.4","1.2"
"Tyler Goodson","IND","RB","GB","0.0","0.0","0.0","0.0","0.0","0.9","4.0","0.0","0.0","0.5","4.0","0.0","0.0","","","","","","","","","","","","1.3","1.5","1.0"
"Ja'Tavion Sanders","CAR","TE","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.7","14.9","0.1","0.0","","","","","","","","","","","","3.0","3.9","2.2"
"Velus Jones Jr.","CHI","WR","HOU","0.0","0.0","0.0","0.0","0.0","1.0","5.1","0.0","1.8","1.3","10.9","0.1","0.0","","","","","","","","","","","","2.8","3.4","2.1"
"Deuce Vaughn","DAL","RB","NO","0.0","0.0","0.0","0.0","0.0","0.7","3.0","0.1","0.4","0.3","2.0","0.0","0.0","","","","","","","","","","","","1.2","1.3","1.1"
"Cedric Tillman","CLE","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.0","11.9","0.2","0.0","","","","","","","","","","","","2.7","3.2","2.2"
"Kenny McIntosh","SEA","RB","NE","0.0","0.0","0.0","0.0","0.0","0.3","1.0","0.1","0.0","0.2","1.0","0.1","0.0","","","","","","","","","","","","1.1","1.2","1.0"
"Brevyn Spann-Ford","DAL","TE","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","13.9","0.1","0.0","","","","","","","","","","","","2.8","3.6","2.1"
"Dare Ogunbowale","HOU","RB","CHI","0.0","0.0","0.0","0.0","0.0","0.6","2.0","0.0","0.0","0.4","3.0","0.0","0.0","","","","","","","","","","","","1.0","1.2","0.8"
"Mike Boone","CAR","RB","LAC","0.0","0.0","0.0","0.0","0.0","1.5","5.9","0.0","0.1","0.1","1.0","0.0","0.0","","","","","","","","","","","","1.0","1.1","1.0"
"Nelson Agholor","BAL","WR","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.1","12.9","0.1","0.0","","","","","","","","","","","","2.6","3.1","2.0"
"Tanner Hudson","CIN","TE","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.5","13.9","0.1","0.0","","","","","","","","","","","","2.8","3.5","2.0"
"Hunter Luepke","DAL","RB","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","4.0","0.0","0.0","","","","","","","","","","","","1.0","1.3","0.7"
"Brandon Powell","MIN","WR","SF","0.0","0.0","0.0","0.0","0.0","0.2","0.9","0.0","1.8","1.1","11.9","0.1","0.0","","","","","","","","","","","","2.5","3.0","1.9"
"D'Onta Foreman","CLE","RB","JAC","0.0","0.0","0.0","0.0","0.0","1.3","5.0","0.0","0.3","0.2","1.0","0.0","0.0","","","","","","","","","","","","0.9","1.0","0.8"
"Austin Hooper","NE","TE","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","1.5","14.9","0.1","0.0","","","","","","","","","","","","2.7","3.4","1.9"
"Will Dissly","LAC","TE","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.3","13.9","0.1","0.0","","","","","","","","","","","","2.7","3.3","2.0"
"Cedrick Wilson","NO","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.8","9.9","0.2","0.0","","","","","","","","","","","","2.4","2.8","2.0"
"Isaiah Davis","NYJ","RB","TEN","0.0","0.0","0.0","0.0","0.0","0.5","2.0","0.1","0.2","0.2","1.0","0.0","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"Jordan Mims","NO","RB","DAL","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.2","1.0","0.0","0.0","","","","","","","","","","","","0.8","0.9","0.7"
"C.J. Ham","MIN","RB","SF","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","0.4","0.3","2.0","0.0","0.0","","","","","","","","","","","","0.8","0.9","0.6"
"Patrick Ricard","BAL","RB","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","3.0","0.0","0.0","","","","","","","","","","","","0.8","1.0","0.6"
"Jalen Brooks","DAL","WR","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","12.9","0.1","0.0","","","","","","","","","","","","2.3","2.8","1.8"
"Josh Whyle","TEN","TE","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","1.2","12.9","0.1","0.0","","","","","","","","","","","","2.5","3.1","1.9"
"Ameer Abdullah","LV","RB","BAL","0.0","0.0","0.0","0.0","0.0","0.3","1.0","0.0","0.0","0.2","1.0","0.0","0.0","","","","","","","","","","","","0.7","0.8","0.6"
"Los Angeles Rams","LA","DST","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","0.0","0.60","0.6","0.2","23.5","349.8","3.5","3.5","3.5"
"Will Shipley","PHI","RB","ATL","0.0","0.0","0.0","0.0","0.0","0.6","2.0","0.0","0.4","0.3","2.0","0.0","0.0","","","","","","","","","","","","0.7","0.8","0.5"
"Tutu Atwell","LA","WR","ARI","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","1.1","0.7","8.9","0.1","0.0","","","","","","","","","","","","2.2","2.5","1.8"
"Mason Tipton","NO","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","12.9","0.1","0.0","","","","","","","","","","","","2.2","2.6","1.7"
"JaMycal Hasty","NE","RB","SEA","0.0","0.0","0.0","0.0","0.0","0.3","1.0","0.0","0.0","0.1","1.0","0.0","0.0","","","","","","","","","","","","0.6","0.6","0.5"
"Adam Prentice","NO","RB","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","3.0","0.0","0.0","","","","","","","","","","","","0.6","0.8","0.4"
"Derius Davis","LAC","WR","CAR","0.0","0.0","0.0","0.0","0.0","1.0","5.4","0.0","1.3","0.8","5.9","0.1","0.0","","","","","","","","","","","","2.1","2.5","1.7"
"Hassan Haskins","LAC","RB","CAR","0.0","0.0","0.0","0.0","0.0","0.6","2.0","0.0","0.3","0.2","1.0","0.0","0.0","","","","","","","","","","","","0.5","0.6","0.4"
"MarShawn Lloyd","GB","RB","IND","0.0","0.0","0.0","0.0","0.0","0.5","2.0","0.0","0.0","0.2","1.0","0.0","0.0","","","","","","","","","","","","0.5","0.6","0.4"
"Roman Wilson","PIT","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","9.9","0.1","0.0","","","","","","","","","","","","2.0","2.4","1.6"
"Jeremy McNichols","WAS","RB","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.0","0.1","0.0","","","","","","","","","","","","0.5","0.5","0.4"
