rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
74,21801,Trey Sermon,IND,RB,4,PIT,1.8,9.1,5.1,0.1,0.4,0.4,2.3,0.0,0.0,0.0,2.1
75,22562,Kenneth Gainwell,PHI,RB,4,TB,1.1,5.9,5.4,0.0,1.2,0.9,6.9,0.0,0.1,0.1,2.0
76,24365,Deneric Prince,KC,RB,4,LAC,2.2,8.1,3.7,0.0,0.5,0.3,2.2,0.1,0.0,0.0,1.9
77,23195,Eric Gray,NYG,RB,4,DAL,1.0,4.2,4.2,0.0,0.6,0.5,3.8,0.1,0.0,0.0,1.9
78,19823,Royce Freeman,DAL,RB,4,NYG,2.3,10.1,4.4,0.0,0.5,0.4,2.1,0.0,0.0,0.0,1.6
79,16815,Ameer Abdullah,LV,RB,4,CLE,0.4,1.8,4.5,0.0,0.9,0.8,5.3,0.0,0.0,0.0,1.5
80,24373,Kenny McIntosh,SEA,RB,4,DET,1.5,5.3,3.5,0.1,0.2,0.1,1.1,0.0,0.0,0.0,1.3
81,21776,Joshua Kelley,NYG,RB,4,DAL,1.3,6.3,4.8,0.0,0.4,0.3,1.9,0.0,0.0,0.0,1.3
82,24278,Hunter Luepke,DAL,RB,4,NYG,0.2,0.4,2.0,0.0,1.1,0.6,5.7,0.0,0.0,0.0,1.2
83,21593,D'Ernest Johnson,JAC,RB,4,HOU,2.2,8.3,3.8,0.0,0.3,0.2,1.1,0.0,0.0,0.0,1.1
84,20039,Boston Scott,LA,RB,4,CHI,1.0,4.9,4.9,0.0,0.3,0.2,1.7,0.0,0.0,0.0,1.1
85,24116,Blake Corum,LA,RB,4,CHI,1.9,6.0,3.2,0.0,0.4,0.3,1.9,0.0,0.0,0.0,1.1
86,20819,Alec Ingold,MIA,RB,4,TEN,1.6,4.7,2.9,0.0,0.8,0.0,4.9,0.0,0.0,0.0,1.0
87,24194,Sean Tucker,TB,RB,4,PHI,1.5,5.4,3.6,0.0,0.3,0.2,2.2,0.0,0.0,0.0,1.0
88,25067,Daijun Edwards,PIT,RB,4,IND,1.2,4.9,4.2,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.9
89,24991,Jawhar Jordan,HOU,RB,4,JAC,1.2,5.6,4.7,0.0,0.3,0.2,1.3,0.0,0.0,0.0,0.9
90,19319,Matt Breida,SF,RB,4,NE,0.7,3.7,5.3,0.0,0.2,0.1,1.2,0.0,0.0,0.0,0.9
91,25049,Cody Schrader,SF,RB,4,NE,0.7,4.0,5.7,0.0,0.3,0.2,0.9,0.0,0.0,0.0,0.7
92,23298,Raheem Blackshear,CAR,RB,4,CIN,1.5,5.2,3.5,0.0,0.3,0.1,0.6,0.0,0.0,0.0,0.7
93,22206,Reggie Gilliam,BUF,RB,4,BAL,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.6
94,21564,Craig Reynolds,DET,RB,4,SEA,0.1,0.9,9.0,0.0,0.5,0.3,2.0,0.0,0.0,0.0,0.6
95,23198,Isaiah Spiller,LAC,RB,4,KC,0.7,2.8,4.0,0.0,0.3,0.2,1.1,0.0,0.0,0.0,0.6
96,23341,Tyler Goodson,IND,RB,4,PIT,0.3,2.2,7.3,0.0,0.3,0.2,1.5,0.0,0.0,0.0,0.6
97,22676,Kene Nwangwu,MIN,RB,4,GB,1.1,3.2,2.9,0.0,0.2,0.1,1.1,0.0,0.0,0.0,0.5
98,23201,Jase McClellan,ATL,RB,4,NO,0.2,1.6,8.0,0.0,0.3,0.2,1.7,0.0,0.0,0.0,0.5
99,24626,Elijah Dotson,LAC,RB,4,KC,0.7,2.9,4.1,0.0,0.3,0.1,1.2,0.0,0.0,0.0,0.5
100,21804,DeeJay Dallas,ARI,RB,4,WAS,0.2,1.7,8.5,0.0,0.4,0.2,1.4,0.0,0.0,0.0,0.5
101,24310,Jordan Mims,NO,RB,4,ATL,0.7,3.4,4.9,0.0,0.3,0.1,0.5,0.0,0.0,0.0,0.5
102,23273,Hassan Haskins,TEN,RB,4,MIA,0.8,2.8,3.5,0.0,0.2,0.1,0.9,0.0,0.0,0.0,0.5
103,22676,Kene Nwangwu,NO,RB,4,ATL,0.5,2.8,5.6,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.5
104,25064,Isaiah Davis,NYJ,RB,4,DEN,0.6,2.4,4.0,0.0,0.3,0.1,1.1,0.0,0.0,0.0,0.5
105,25079,Kimani Vidal,LAC,RB,4,KC,0.4,2.6,6.5,0.0,0.2,0.1,0.9,0.0,0.0,0.0,0.5
106,25452,British Brooks,HOU,RB,4,JAC,1.0,4.0,4.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.5
107,21765,JaMycal Hasty,NE,RB,4,SF,0.6,2.4,4.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.4
108,24178,Israel Abanikanda,NYJ,RB,4,DEN,0.2,0.7,3.5,0.0,0.4,0.2,1.3,0.0,0.0,0.0,0.4
109,21837,J.J. Taylor,HOU,RB,4,JAC,0.8,3.2,4.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.4
110,25049,Cody Schrader,LA,RB,4,CHI,0.2,1.6,8.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.4
111,18652,C.J. Ham,MIN,RB,4,GB,0.1,0.4,4.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0.3
112,23847,Zonovan Knight,DET,RB,4,SEA,0.1,0.5,3.5,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.3
113,25102,Will Shipley,PHI,RB,4,TB,0.2,1.1,5.5,0.0,0.3,0.1,1.0,0.0,0.0,0.0,0.3
114,23273,Hassan Haskins,LAC,RB,4,KC,0.7,2.5,3.6,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.3
115,25047,Blake Watson,DEN,RB,4,NYJ,0.2,0.7,3.5,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.3
116,23004,Adam Prentice,NO,RB,4,ATL,0.3,0.9,3.0,0.0,0.2,0.0,1.7,0.0,0.0,0.0,0.3
117,22674,Deon Jackson,NYJ,RB,4,DEN,0.2,1.0,4.0,0.0,0.2,0.1,0.5,0.0,0.0,0.0,0.2
118,21227,Andrew Beck,HOU,RB,4,JAC,0.2,0.8,4.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,0.2
119,21823,Patrick Taylor Jr.,SF,RB,4,NE,0.1,0.3,3.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.2
120,19209,Patrick Ricard,BAL,RB,4,BUF,0.3,0.9,3.0,0.0,0.2,0.0,1.2,0.0,0.0,0.0,0.2
121,23586,Julius Chestnut,TEN,RB,4,MIA,0.1,0.2,2.0,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.2
122,21797,La'Mical Perine,PIT,RB,4,IND,0.2,0.8,4.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.2
123,25054,Dylan Laube,LV,RB,4,CLE,0.1,0.3,3.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.2
124,20159,Mike Boone,CAR,RB,4,CIN,0.3,1.4,4.7,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.2
125,21970,James Robinson,NO,RB,4,ATL,0.3,1.2,4.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2
126,16928,Michael Burton,DEN,RB,4,NYJ,0.0,0.1,5.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.1
127,23255,Snoop Conner,DAL,RB,4,NYG,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
128,22678,Jake Funk,DET,RB,4,SEA,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
129,23192,Chris Brooks,MIA,RB,4,TEN,0.1,0.3,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
130,22672,Gary Brightwell,CLE,RB,4,LV,0.1,0.7,7.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
131,21825,Spencer Brown,ATL,RB,4,NO,0.1,0.3,4.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
132,25314,Louis Rees-Zammit,KC,RB,4,LAC,0.1,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,22672,Gary Brightwell,JAC,RB,4,HOU,0.1,0.2,4.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
134,20990,Trayveon Williams,CIN,RB,4,CAR,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
135,22925,Avery Williams,ATL,RB,4,NO,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
136,25481,Ian Wheeler,CHI,RB,4,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,24706,Owen Wright,BAL,RB,4,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,25050,Chris Collier,BAL,RB,4,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,24214,Keaton Mitchell,BAL,RB,4,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,25100,Frank Gore Jr.,BUF,RB,4,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,21845,Darrynton Evans,BUF,RB,4,BAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,19957,John Kelly,BAL,RB,4,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,25314,Louis Rees-Zammit,JAC,RB,4,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,24008,Troy Hairston,HOU,RB,4,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,20018,Nick Bawden,HOU,RB,4,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,25120,Keilan Robinson,JAC,RB,4,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,23223,Dameon Pierce,HOU,RB,4,JAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,25072,Jalen Jackson,JAC,RB,4,HOU,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,23196,George Holani,SEA,RB,4,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,25683,Kobe Lewis,SEA,RB,4,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,25851,Kairee Robinson,SEA,RB,4,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,23632,Brittain Brown,SEA,RB,4,DET,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,24930,Sione Vaki,DET,RB,4,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,22555,Jermar Jefferson,DET,RB,4,SEA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,22533,Demetric Felton,IND,RB,4,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,24595,Zavier Scott,IND,RB,4,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,23713,Aaron Shampklin,PIT,RB,4,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,24204,Evan Hull,IND,RB,4,PIT,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,24381,Jack Colletto,PIT,RB,4,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,20039,Boston Scott,PIT,RB,4,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,23479,Jaylen Warren,PIT,RB,4,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,21782,Jonathan Ward,PIT,RB,4,IND,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,24464,Xazavian Valladay,NYJ,RB,4,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,22676,Kene Nwangwu,NYJ,RB,4,DEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,24971,Audric Estime,DEN,RB,4,NYJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,21854,Anthony McFarland Jr.,MIA,RB,4,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,23636,Zander Horvath,MIA,RB,4,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,24365,Deneric Prince,MIA,RB,4,TEN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,25322,Jabari Small,TEN,RB,4,MIA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,23213,Kendall Milton,PHI,RB,4,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,25440,D.J. Williams,TB,RB,4,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,23172,Tyrion Davis-Price,PHI,RB,4,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,19919,Chase Edmonds,TB,RB,4,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,24215,Lew Nichols,PHI,RB,4,TB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,25094,Ramon Jefferson,TB,RB,4,PHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,25053,Deshaun Fenwick,NE,RB,4,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,18877,Christian McCaffrey,SF,RB,4,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,21788,Ke'Shawn Vaughn,SF,RB,4,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,23345,Kevin Harris,NE,RB,4,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,22535,Elijah Mitchell,SF,RB,4,NE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,25090,Terrell Jennings,NE,RB,4,SF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,24877,Ellis Merriweather,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,24732,Henry Pearson,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,23209,Mohamed Ibrahim,MIN,RB,4,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,23052,Nate McCrary,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,23192,Chris Brooks,GB,RB,4,MIN,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,25074,Jarveon Howard,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,21802,AJ Dillon,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,21227,Andrew Beck,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,20768,Myles Gaskin,MIN,RB,4,GB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,24595,Zavier Scott,MIN,RB,4,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,23211,MarShawn Lloyd,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,21797,La'Mical Perine,GB,RB,4,MIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,24212,DeWayne McBride,MIN,RB,4,GB,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,23237,Chris Rodriguez Jr.,WAS,RB,4,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,24517,Hassan Hall,ARI,RB,4,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,22553,Michael Carter,ARI,RB,4,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,19562,Austin Ekeler,WAS,RB,4,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,25108,Michael Wiley,WAS,RB,4,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
