rank,id,player,team,pos,game.week,opp,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,pass_td,pass_int,pass_rating,rush_att,rush_yds,rush_yds_per_att,rush_td,fpts_ppr
20,19790,Baker Mayfield,TB,QB,4,PHI,20.6,31.5,65.4,220.6,7.0,1.5,0.7,93.4,3.1,11.1,3.6,0.1,14.7
21,14252,Kirk Cousins,ATL,QB,4,NO,20.0,30.6,65.4,228.3,7.5,1.5,0.7,94.6,1.4,4.0,2.9,0.1,14.5
22,19812,Sam Darnold,MIN,QB,4,GB,19.8,30.6,64.7,236.1,7.7,1.4,0.8,84.9,3.7,10.2,2.8,0.1,14.5
23,12841,Andy Dalton,CAR,QB,4,CIN,20.8,32.3,64.4,219.0,6.8,1.3,0.8,82.7,1.7,7.6,4.5,0.1,13.7
24,18857,Deshaun Watson,CLE,QB,4,LV,19.3,32.1,60.1,189.6,5.9,1.1,0.8,73.7,5.0,24.4,4.9,0.2,13.6
25,9038,Matthew Stafford,LA,QB,4,CHI,20.6,32.3,63.8,215.3,6.7,1.3,0.8,82.2,0.9,3.1,3.4,0.1,12.9
26,23270,Will Levis,TEN,QB,4,MIA,19.6,30.7,63.8,203.1,6.6,1.2,0.8,80.4,4.4,13.8,3.1,0.1,12.9
27,20880,Gardner Minshew II,LV,QB,4,CLE,21.1,32.8,64.3,209.2,6.4,1.2,0.7,79.0,1.8,6.2,3.4,0.1,12.8
28,25069,Bo Nix,DEN,QB,4,NYJ,19.3,31.4,61.5,191.6,6.1,0.9,0.8,76.3,6.8,22.8,3.4,0.2,12.7
29,16311,Derek Carr,NO,QB,4,ATL,19.5,29.9,65.2,211.0,7.1,1.2,0.6,84.2,1.6,4.0,2.5,0.1,12.6
30,21810,Tyler Huntley,MIA,QB,4,TEN,16.7,26.4,63.3,188.3,7.1,0.9,0.9,83.5,9.8,18.9,1.9,0.1,11.6
31,21681,Justin Herbert,LAC,QB,4,KC,11.6,19.0,61.1,168.6,8.9,1.0,0.6,87.4,3.5,11.4,3.3,0.1,10.9
32,18018,Jacoby Brissett,NE,QB,4,SF,15.7,27.0,58.1,171.3,6.3,0.9,0.8,74.8,2.7,11.2,4.1,0.1,10.2
33,17179,Taylor Heinicke,LAC,QB,4,KC,12.8,21.0,61.0,123.4,5.9,0.7,0.5,94.0,2.2,9.9,4.5,0.1,8.3
34,23118,Malik Willis,GB,QB,4,MIN,4.8,7.6,63.2,55.7,7.3,0.4,0.3,83.3,1.8,10.1,5.6,0.1,4.8
35,19238,Taysom Hill,NO,QB,4,ATL,0.0,0.0,,0.0,,0.0,0.0,0.0,3.1,12.4,4.0,0.1,4.2
36,23477,Skylar Thompson,MIA,QB,4,TEN,3.6,4.9,73.5,37.4,7.6,0.2,0.2,97.5,0.4,1.4,3.5,0.0,2.0
37,20283,Tim Boyle,MIA,QB,4,TEN,4.5,8.3,54.2,41.1,5.0,0.2,0.4,65.1,0.1,0.3,3.0,0.0,1.7
38,6489,Josh Johnson,BAL,QB,4,BUF,0.0,0.0,,0.2,,0.0,0.0,0.0,3.5,13.9,4.0,0.0,1.4
39,19972,Mike White,MIA,QB,4,TEN,1.8,2.7,66.3,21.6,8.1,0.1,0.1,88.2,0.1,0.2,1.6,0.0,1.2
40,22497,Ian Book,KC,QB,4,LAC,0.9,1.6,59.9,10.6,6.7,0.1,0.0,66.7,0.3,1.4,4.7,0.0,0.9
41,611,Joe Flacco,IND,QB,4,PIT,1.2,2.0,58.8,12.7,6.2,0.1,0.1,70.8,0.1,0.1,1.0,0.0,0.7
42,23118,Malik Willis,TEN,QB,4,MIA,0.3,0.6,60.3,7.7,13.3,0.0,0.0,60.4,0.1,1.2,11.1,0.0,0.5
43,21046,Jake Browning,CIN,QB,4,CAR,0.0,0.0,,7.4,,0.0,0.0,0.0,0.2,1.0,5.0,0.0,0.4
44,16762,Jameis Winston,CLE,QB,4,LV,0.0,0.0,,7.6,,0.0,0.0,0.0,0.3,1.0,3.3,0.0,0.4
45,23185,Sam Howell,SEA,QB,4,DET,0.0,0.0,,8.6,,0.0,0.0,0.0,0.1,0.6,6.0,0.0,0.4
46,23132,Bryce Young,CAR,QB,4,CIN,0.0,0.0,,7.3,,0.0,0.0,0.0,0.1,0.6,6.0,0.0,0.3
47,14536,Russell Wilson,PIT,QB,4,IND,0.0,0.0,,7.0,,0.0,0.0,0.0,0.2,0.6,3.0,0.0,0.3
48,24168,Tyson Bagent,CHI,QB,4,LA,0.0,0.0,,7.0,,0.0,0.0,0.0,0.1,0.6,6.0,0.0,0.3
49,22505,Davis Mills,HOU,QB,4,JAC,0.0,0.0,,6.9,,0.0,0.0,0.0,0.1,0.3,3.0,0.0,0.3
50,24350,Aidan O'Connell,LV,QB,4,CLE,0.0,0.0,,7.4,,0.0,0.0,0.0,0.0,0.0,,0.0,0.3
51,22496,Mac Jones,JAC,QB,4,HOU,0.0,0.0,,7.5,,0.0,0.0,0.0,0.0,0.0,,0.0,0.3
52,12831,Tyrod Taylor,NYJ,QB,4,DEN,0.0,0.0,,4.6,,0.0,0.0,0.0,0.2,1.0,5.0,0.0,0.3
53,19330,Nick Mullens,MIN,QB,4,GB,0.0,0.0,,5.1,,0.0,0.0,0.0,0.1,0.3,3.0,0.0,0.2
54,22501,Kenny Pickett,PHI,QB,4,TB,0.0,0.0,,5.1,,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.2
55,18811,Mitchell Trubisky,BUF,QB,4,BAL,0.0,0.0,,4.7,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
56,22495,Zach Wilson,DEN,QB,4,NYJ,0.0,0.0,,2.9,,0.0,0.0,0.0,0.1,0.4,4.0,0.0,0.2
57,19025,Joshua Dobbs,SF,QB,4,NE,0.0,0.0,,2.7,,0.0,0.0,0.0,0.1,0.3,3.0,0.0,0.1
58,17179,Taylor Heinicke,ATL,QB,4,NO,0.0,0.0,,2.3,,0.0,0.0,0.0,0.1,0.2,4.0,0.0,0.1
59,23242,Michael Penix Jr.,ATL,QB,4,NO,0.0,0.0,,1.4,,0.0,0.0,0.0,0.1,0.4,4.0,0.0,0.1
60,24170,Clayton Tune,ARI,QB,4,WAS,0.0,0.0,,1.6,,0.0,0.0,0.0,0.1,0.3,3.0,0.0,0.1
61,20954,Jarrett Stidham,DEN,QB,4,NYJ,0.0,0.0,,1.4,,0.0,0.0,0.0,0.1,0.3,3.0,0.0,0.1
62,20859,Drew Lock,NYG,QB,4,DAL,0.0,0.0,,1.3,,0.0,0.0,0.0,0.1,0.3,3.0,0.0,0.1
63,20953,Easton Stick,LAC,QB,4,KC,0.0,0.0,,1.6,,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.1
64,23230,Dorian Thompson-Robinson,CLE,QB,4,LV,0.0,0.0,,1.3,,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.1
65,24958,Drake Maye,NE,QB,4,SF,0.0,0.0,,0.4,,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.0
66,20703,John Wolford,TB,QB,4,PHI,0.2,0.3,58.6,2.2,7.7,0.0,0.1,0.0,0.1,0.4,4.1,0.0,0.0
67,23647,Anthony Brown,BUF,QB,4,BAL,0.0,0.0,50.0,0.3,6.8,0.0,0.0,0.0,0.0,0.1,,0.0,0.0
68,18118,Brandon Allen,SF,QB,4,NE,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
69,21810,Tyler Huntley,BAL,QB,4,BUF,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
70,25358,Tanner Mordecai,SF,QB,4,NE,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
71,23183,Matt Corral,MIN,QB,4,GB,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
72,24476,Sean Clifford,GB,QB,4,MIN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
73,24983,Michael Pratt,GB,QB,4,MIN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
74,20929,Brett Rypien,MIN,QB,4,GB,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
75,24171,Jaren Hall,MIN,QB,4,GB,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
76,23267,Bailey Zappe,NE,QB,4,SF,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
77,22494,Kyle Trask,TB,QB,4,PHI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
78,24124,Tanner McKee,PHI,QB,4,TB,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
79,24983,Michael Pratt,TB,QB,4,PHI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
80,24956,J.J. McCarthy,MIN,QB,4,GB,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
81,20874,Trace McSorley,WAS,QB,4,ARI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
82,20779,Will Grier,PHI,QB,4,TB,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
83,21677,Tua Tagovailoa,MIA,QB,4,TEN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
84,18123,Jeff Driskel,WAS,QB,4,ARI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
85,22502,Desmond Ridder,ARI,QB,4,WAS,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
86,19850,Mason Rudolph,TEN,QB,4,MIA,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
87,16763,Marcus Mariota,WAS,QB,4,ARI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
88,25109,Sam Hartman,WAS,QB,4,ARI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
89,23629,Chris Oladokun,KC,QB,4,LAC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
90,25706,Andrew Peasley,NYJ,QB,4,DEN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
91,25116,Jordan Travis,NYJ,QB,4,DEN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
92,24507,Adrian Martinez,NYJ,QB,4,DEN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
93,20053,Kyle Allen,PIT,QB,4,IND,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
94,21815,Sam Ehlinger,IND,QB,4,PIT,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
95,17920,Carson Wentz,KC,QB,4,LAC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
96,23267,Bailey Zappe,KC,QB,4,LAC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
97,20507,Luis Perez,LAC,QB,4,KC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
98,23182,Kedon Slovis,IND,QB,4,PIT,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
99,25311,John Rhys Plumlee,PIT,QB,4,IND,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
100,21810,Tyler Huntley,CLE,QB,4,LV,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
101,25043,Jason Bean,IND,QB,4,PIT,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
102,21828,Jake Fromm,DET,QB,4,SEA,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
103,19029,Nathan Peterman,LV,QB,4,CLE,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
104,25044,Carter Bradley,LV,QB,4,CLE,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
105,19191,PJ Walker,SEA,QB,4,DET,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
106,18104,Nate Sudfeld,DET,QB,4,SEA,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
107,24171,Jaren Hall,SEA,QB,4,DET,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
108,19461,Cooper Rush,DAL,QB,4,NYG,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
109,24625,Tommy Devito,NYG,QB,4,DAL,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
110,22493,Trey Lance,DAL,QB,4,NYG,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
111,24140,Hendon Hooker,DET,QB,4,SEA,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
112,15694,Case Keenum,HOU,QB,4,JAC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
113,18973,C.J. Beathard,JAC,QB,4,HOU,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
114,23182,Kedon Slovis,HOU,QB,4,JAC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
115,23186,Spencer Rattler,NO,QB,4,ATL,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
116,23249,Jake Haener,NO,QB,4,ATL,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
117,25590,John Paddock,ATL,QB,4,NO,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
118,25311,John Rhys Plumlee,JAC,QB,4,HOU,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
119,19029,Nathan Peterman,ATL,QB,4,NO,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
120,23476,E.J. Perry,JAC,QB,4,HOU,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
121,20283,Tim Boyle,HOU,QB,4,JAC,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
122,21814,Jake Luton,CAR,QB,4,CIN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
123,20703,John Wolford,CAR,QB,4,CIN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
124,25111,Devin Leary,BAL,QB,4,BUF,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
125,25353,Jack Plummer,CAR,QB,4,CIN,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
126,20055,Logan Woodside,CIN,QB,4,CAR,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
127,21818,Shane Buechele,BUF,QB,4,BAL,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
128,19972,Mike White,BUF,QB,4,BAL,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
129,20929,Brett Rypien,CHI,QB,4,LA,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
130,24351,Stetson Bennett,LA,QB,4,CHI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
131,22146,Ben DiNucci,BUF,QB,4,BAL,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
132,25114,Austin Reed,CHI,QB,4,LA,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
133,16041,Jimmy Garoppolo,LA,QB,4,CHI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
134,23236,Emory Jones,BAL,QB,4,BUF,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
135,25025,Joe Milton III,NE,QB,4,SF,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
136,24767,Dresser Winn,LA,QB,4,CHI,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
